"","BS1","BS2","BS3","BS4","BS5","M1","M2","M3","M4","M5","V1","V2","V3","V4"
"LOC_Os02g45760",0,0,0,0,0,0,0,0,0,0,30,149,143,22
"LOC_Os02g45770",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g45780",0,0,0,0,0,0,0,1,0,0,20,24,34,76
"LOC_Os02g45790",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g45800",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g45810",46,0,0,76,0,138,48,171,33,1,184,387,129,391
"LOC_Os02g45820",14,27,0,1,106,147,28,1,37,0,228,101,186,263
"LOC_Os02g45830",6,0,0,0,0,0,0,0,0,0,0,0,40,76
"LOC_Os02g45840",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g45850",0,0,0,0,0,0,0,0,0,0,39,46,12,88
"LOC_Os02g45860",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g45870",0,223,0,1,66,0,81,128,51,0,212,184,209,51
"LOC_Os02g45880",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g45890",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g45900",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g45910",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g45920",0,0,0,0,0,0,0,0,0,0,0,26,66,6
"LOC_Os02g45930",354,792,178,704,257,640,964,539,577,1159,2224,1458,1313,1836
"LOC_Os02g45940",0,0,7.086,13.001,37.738,1.001,1.004,63.012,85.073,57.559,58.348,70.58,0,44.131
"LOC_Os02g45950",17,172,18,0,0,2,0,16,0,0,66,61,16,11
"LOC_Os02g45960",0,0,2,0,0,0,0,0,27,0,0,29.161,52.788,0
"LOC_Os02g45974",0,0,0,0,0,244,19,37,0,0,17,64,2,168
"LOC_Os02g45980",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g45990",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46010",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46020",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46030",1,0,0,0,0,0,0,0,0,1,98,131,75,160
"LOC_Os02g46040",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46050",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46060",0,0,0,0,0,61,0,0,0,0,0,0,0,0
"LOC_Os02g46070",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46080",2,0,0,0,1,0,0,0,0,3,32,40,0,0
"LOC_Os02g46090",23,7,0,0,31,0,16,23,0,0,203,67,177,404
"LOC_Os02g46100",22,0,1,0,0,0,0,0,1,1,40,75,0,62
"LOC_Os02g46110",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46120",12,0,0,0,0,1,55,0,0,73,33,26,8,134
"LOC_Os02g46130",119,74,181,163,96,39,40,134,13,375,280,410,331,531
"LOC_Os02g46140",36,0,51.395,37,2,78,61,60,0,50,172,122.844,77,63
"LOC_Os02g46150",38,0,78.605,3,2,1,24,0,1,0,175,23.156,20,113
"LOC_Os02g46170",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46180",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46190",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46200",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46210",0,0,0,0,0,0,0,0,0,1,202,116,48,23
"LOC_Os02g46220",87,126,41,159,150,106,488,365,516,704,1097,991,1161,797
"LOC_Os02g46230",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46240",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46250",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46260",13,36,58,140,21,111,28,80,2,3,32,0,10,2
"LOC_Os02g46270",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46275",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46290",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46300",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46310",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46320",0,52,0,1,158,1,0,1,0,0,23,43,106,0
"LOC_Os02g46340",22,0,3,1,0,59,186,35,20,36,14,0,45,0
"LOC_Os02g46350",111,31,23,1,2,0,170,63,39,412,226,108,103,336
"LOC_Os02g46360",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46370",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46380",106,148,2,27,9,72,8,43,6,121,676,433,516,778
"LOC_Os02g46390",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46400",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46410",0,0,0,0,0,0,0,0,0,0,0,18,0,0
"LOC_Os02g46420",82,34,0,83,20,2,0,23,35,2,470,698,659,628
"LOC_Os02g46440",56,0,93,20,44,108,34,29,1,145,57,0,56,36
"LOC_Os02g46450",193,90,269,250,56,82,155,121,112,327,788,425,392,569
"LOC_Os02g46460",0,8,0,0,1,0,1,0,1,0,2,0,25,0
"LOC_Os02g46473",0,0,0,0,0,41,0,4,0,4,0,0,0,0
"LOC_Os02g46480",102,229,138,0,48,215,111,99,163,31,197,144,233,494
"LOC_Os02g46490",0,0,0,0,0,0,0,12,54,32,124,2,73,156
"LOC_Os02g46500",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46510",240,166,201,198,222,135,155,67,188,437,681,786,543,938
"LOC_Os02g46520",150,107,88,143,118,480,147,36,188,398,585,592,360,564
"LOC_Os02g46530",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46540",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46550",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46560",0,0,0,0,0,0,33,0,0,0,0,0,0,0
"LOC_Os02g46570",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46580",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46600",90,1,50,32,0,25,5,0,50,0,122,74,73,209
"LOC_Os02g46610",54,150,175,62.938,175,45,32,112,229,171,396,310,171,264
"LOC_Os02g46620",15,121,79,0,61,82,0,77,117,234,0,65,1,0
"LOC_Os02g46630",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46640",0,79,58,62,78,75,32,61,95,129,40,241,70,27
"LOC_Os02g46650",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46660",186,193,226,345,89,696,430,475,613,557,68,20,70,1
"LOC_Os02g46670",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46680",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46690",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46700",0,39,99,0,0,146,79,150,35,67,165,184,100,208
"LOC_Os02g46710",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46720",0,84,32,0,0,1,10,22,55,0,73,120,60,44
"LOC_Os02g46730",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46740",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46750",0,0,4,77,57,60,123,75,175,46,0,17,10,24
"LOC_Os02g46760",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46770",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46780",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46790",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46800",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46810",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46820",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46830",0,0,0,0,0,0,0,0,0,0,0,0,2,71
"LOC_Os02g46839",53.648,0,0,0,0,7,98,85,43,0,127,67,44,85
"LOC_Os02g46850",29.352,0,0,0,0,6,20,18,0,0,0,0,0,0
"LOC_Os02g46860",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46870",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46880",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46890",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46900",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46910",20,2,0,0,27,1,0,0,3,0,725,790,670,538
"LOC_Os02g46920",34,365,211,255,374,935,440,286,327,913,362,258,392,528
"LOC_Os02g46930",30,159,27,21,1,647,221,247,81,417,43,190,0,0
"LOC_Os02g46940",0,0,0,0,0,0,0,0,0,0,30,0,0,0
"LOC_Os02g46950",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g46956",0,0,0,0,0,0,18,0,0,0,62,54,20,97
"LOC_Os02g46962",429,264,422,322,78,226,281,242,186,161,833,825,569,924
"LOC_Os02g46970",37,0,45,0,0,1,43,0,0,0,0,0,0,0
"LOC_Os02g46980",735,1009,596,669,459,4704,2639,2166,2346,5588,296,251,211,171
"LOC_Os02g46990",0,3,51,149,46,229,0,47,1,0,112,154,109,524
"LOC_Os02g47000",200,197,363,148,148,334,288,363,372,607,727,557,650,1045
"LOC_Os02g47010",54,80,13,62,54,36,129,32,54,508,152,161,318,72
"LOC_Os02g47020",6710,9497,6206,3856,4452,38081,26911,20905,24177,44533,2007,1148,2218,1142
"LOC_Os02g47030",0,73,28,0,0,0,0,0,0,0,1,58,0,105
"LOC_Os02g47040",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47060",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47070",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47080",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47090",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47100",0,0,0,0,0,58,0,23,0,0,0,0,0,0
"LOC_Os02g47110",154,151,66,254,326,176,80,81,224,296,1353,1516,1097,1072
"LOC_Os02g47120",85,149,78,123,44,715,137,267,166,568,52,48,54,128
"LOC_Os02g47130",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47140",412,852,572,217,439,357,97,231,40,262,1607,1014,1476,1568
"LOC_Os02g47150",0,0,0,0,0,0,0,0,53,0,23,45,26,76
"LOC_Os02g47160",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47170",1,93,62,57,0,73,77,0,28,61,86,170,146,10
"LOC_Os02g47180",0,0,0,0,0,0,0,0,0,0,63,54,0,0
"LOC_Os02g47190",186,140,236,177,39,98,17,97,108,478,2990,3233,3173,3808
"LOC_Os02g47200",276,302,333,7,196,530,440,543,376,1297,118,390,327,236
"LOC_Os02g47210",46,116,0,0,83,0,0,0,0,0,202,166,140,177
"LOC_Os02g47220",64,198,150,336,191,134,49,32,158,436,463,667,611,682
"LOC_Os02g47230",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47240",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47250",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47260",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47270",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47280",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47290",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47300",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47310",216,774,320,308,98,1200,849,790,1089,1083,124,408,165,488
"LOC_Os02g47320",0,86,27,0,0,7,14,22,21,0,15,32,18,27
"LOC_Os02g47330",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47340",0,0,0,0,0,0,0,0,0,0,0,60.051,0,0
"LOC_Os02g47350",0,180,9,0,64,0,50,26,19,67,24,13,53,20
"LOC_Os02g47360",0,0,40,0,0,0,46,40,0,0,0,0,67,0
"LOC_Os02g47370",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47380",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47390",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47400",0,0,7,0,0,0,0,0,0,0,0,13,18,0
"LOC_Os02g47410",96,328,162,139,3,216,171,210,31,359,623,564,715,446
"LOC_Os02g47420",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47430",0,70,0,26,0,0,0,0,0,0,0,21,0,0
"LOC_Os02g47440",88,602,199,86,81,328,159,192,11,313,496,490,385,175
"LOC_Os02g47450",20,211,73,128,328,18,13,21,0,0,92,66,207,384
"LOC_Os02g47460",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47470",62,177,97,25,46,0,1,0,51,159,23,299,146,0
"LOC_Os02g47480",0,0,0,0,0,0,0,0,0,0,2,0,0,0
"LOC_Os02g47490",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47500",11,58,30,6,0,0,32,36,27,0,21,64,159,90
"LOC_Os02g47510",2390,4962,2664,1576,2227,4618,4254,3860,5526,7179,601,735,832,691
"LOC_Os02g47520",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47530",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47540",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47550",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47560",1009,701,1117,386,731,3627,2618,2114,2077,3260,462,327,481,530
"LOC_Os02g47570",101,123,79,353,47,4,148,130,101,75,46,16,181,99
"LOC_Os02g47580",201,525,239,169,223,437,329,286,191,548,1906,2010,1601,1953
"LOC_Os02g47590",109,107,252,100,264,35,177,114,189,72,466,153,261,356
"LOC_Os02g47600",1239,2691,707,1503,1055,2849,1903,2253,2006,4470,7610,7104,9085,8925
"LOC_Os02g47605",0,71,0,0,0,26,11,0,1,0,0,0,17,38
"LOC_Os02g47610",0,53,4,0,0,0,142,22,12,0,41,39,5,0
"LOC_Os02g47620",670,1113,634,419,380,2106,1596,1845,2263,3755,672,752,905,499
"LOC_Os02g47630",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47640",0,51,7,0,84,0,0,12,29,0,60,0,43,125
"LOC_Os02g47650",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47660",0,0,72,0,4,0,2,2,31,0,29,55,74,2
"LOC_Os02g47670",156,174,316,34,110,290,144,171,171,242,993,696,512,607
"LOC_Os02g47680",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47690",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47700",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47710",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47720",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47730",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47744",698,710,351,806,734,14,131,185,30,722,15528,13566,14420,12144.001
"LOC_Os02g47760",44,0,0,85,74,48,45,7,63,7,121,99,231,253
"LOC_Os02g47770",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47780",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47790",0,0,0,0,0,0,0,0,0,0,197,150,135,118
"LOC_Os02g47800",194,1211,321,31,219,1502,917,1287,1168,1643,195,366,577,178
"LOC_Os02g47810",0,0,0,0,0,0,0,0,0,0,21,49,0,50
"LOC_Os02g47820",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47830",0,3,0,1,0,10,36,22,1,55,46,119,0,41
"LOC_Os02g47840",34,0,50,0,5,1,0,0,0,0,4,46,70,81
"LOC_Os02g47850",520,1417,478,546,367,451,281,76,140,95,1928,1011,1202,1141
"LOC_Os02g47860",67,620,45,167,10,64,169,76,23,92,626,625,787,845
"LOC_Os02g47870",159,1211,499,478,186,700,434,380,476,893,1042,1093,874,1064
"LOC_Os02g47880",9,70,0,0,49,0,93,16,40,89,54,130,41,209
"LOC_Os02g47890",0,0,0,0,0,0,61,0,0,0,0,15,0,0
"LOC_Os02g47900",56,56,61,150,0,35,20,102,83,266,254,370,324,295
"LOC_Os02g47910",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47920",0,0,0,0,0,0,0,0,0,0,22,53,1,5
"LOC_Os02g47930",0,0,2,0,0,0,0,0,0,0,21,1,69,154
"LOC_Os02g47940",387,414,238,1067,622,485,266,262,235,478,2748,2887,2498,3116
"LOC_Os02g47950",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47960",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g47970",208,514,326,227,156,467,387,265,226,262,774,921,910,1234
"LOC_Os02g47980",0,0,0,0,0,1,0,0,1,0,39,100,26,61
"LOC_Os02g47990",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48000",190,116,105,108,93,343,118,286,130,71,480,471,256,586
"LOC_Os02g48010",851,1202,1185,1688,1391,1493,1248,1266,1605,2063,5954,7132,6186,6534
"LOC_Os02g48020",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48030",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48040",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48050",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48060",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48070",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48080",26,42,0,0,2,2,6,1,0,0,176,282,104,141
"LOC_Os02g48090",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48094",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48100",67,0,0,0,0,0,0,24,79,172,51,0,77,118
"LOC_Os02g48110",87,295,99,167,238,108,244,86,330,313,672,536,493,365
"LOC_Os02g48116",184,61,0,105,47,0,18,35,0,150,106,4,215,182
"LOC_Os02g48122",2,0,0,201,92,46,0,0,35,0,139,87,105,103
"LOC_Os02g48130",33,0,0,0,39,0,47,91,57,15,60,132,21,85
"LOC_Os02g48140",0,0,0,0,0,0,0,0,0,0,0,24,0,0
"LOC_Os02g48150",1,1,0,0,1,1,0,2,0,1,132,367,254,136
"LOC_Os02g48160",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48170",0,0,0,0,0,0,0,0,0,0,4,1,2,0
"LOC_Os02g48184",190,48,121,1,87,0,0,53,10,116,265,12,191,395
"LOC_Os02g48190",0,0,0,0,0,0,1,0,0,0,13,51,1,39
"LOC_Os02g48194",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48200",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48210",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48220",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48230",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48240",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48250",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48260",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48270",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48280",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48290",422,492,362,389,539,478,358,65,661,263,1570,1272,750,1338
"LOC_Os02g48300",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48320",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48330",0,0,0,0,0,0,0,0,0,0,5,0,0,0
"LOC_Os02g48340",78,16,68,362,8,3,106,82,123,452,503,558,465,949
"LOC_Os02g48350",0,0,0,0,0,0,0,0,112,0,0,29,11,0
"LOC_Os02g48360",13,53,0,0,0,121,62,108,51,30,63,0,5,32
"LOC_Os02g48370",0,53,14,0,0,0,58,0,47,0,0,5,0,0
"LOC_Os02g48380",163,107,124,23,299,180,159,55,68,98,471,233,265,192
"LOC_Os02g48390",69,128,25,114,21,0,0,15,1,0,608,449,465,782
"LOC_Os02g48400",0,0,0,0,1,45,0,0,0,0,44,0,0,89
"LOC_Os02g48410",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48420",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48430",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48440",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48450",0,0,0,0,3,0,0,0,0,0,0,0,0,0
"LOC_Os02g48460",0,1,0,0,0,0,0,28,0,0,0,0,0,0
"LOC_Os02g48470",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48480",162,1077,463,231,6,854,954,857,850,1823,222,284,341,176
"LOC_Os02g48490",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48500",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48510",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48520",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48530",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48540",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48550",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48560",3894.001,6713.999,5742,9717.001,4312,11675,11780.999,6597.001,9842,17675,5733,5478,5235.001,5242
"LOC_Os02g48570",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48580",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48590",48,0,0,0,31,0,15,0,0,34,31,103,33,106
"LOC_Os02g48600",0,0,0,0,0,0,0,0,62,3,25,0,0,9
"LOC_Os02g48610",640,434,418,427,243,538,483,148,396,693,1903,1767,1672,2065
"LOC_Os02g48620",142,92,83,378,41,406,80,158,135,187,477,366,408,512
"LOC_Os02g48630",0,6,41,0,0,97,4,0,37,55,204,126,75,4
"LOC_Os02g48640",29,1,25,0,19,209,158,81,196,188,71,156,0,137
"LOC_Os02g48650",5,0,65,2,1,0,1,0,0,3,149,39,68,115
"LOC_Os02g48660",316,74,397,432,424,242,122,89,215,241,975,1406,1099,1052
"LOC_Os02g48670",44,16,33,72,0,0,73,104,1,57,75,171,55,52
"LOC_Os02g48680",4,169,10,108,8,255,89,45,81,0,192,371,116,238
"LOC_Os02g48690",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48700",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48710",66,1,0,1,54,0,44,0,3,132,53,79,248,138
"LOC_Os02g48720",2104,2765,1490,2386,1935,1957,1137,1030,1048,2758,13322,12651,13928,14362
"LOC_Os02g48730",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48740",26,220,30,0,2,108,134,39,70,119,100,0,66,205
"LOC_Os02g48750",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48760",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48770",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48780",1,1,7,113,2,2,0,2,1,0,356,278,330,604
"LOC_Os02g48790",444,646,207,360,269,158,474,156,261,964,1605,1664,1532,1055
"LOC_Os02g48800",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48810",21,80,42,76,0,187,80,70,0,189,188,61,130,193
"LOC_Os02g48820",153,228,477,72,141,45,50,0,0,0,12,262,245,88
"LOC_Os02g48830",54,73,64,0,0,66,0,27,0,99,22,85,62,3
"LOC_Os02g48840",38,37,12,0,0,147,0,63,0,41,58,151,90,85
"LOC_Os02g48850",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48860",24,2,0,0,0,0,0,0,0,0,108,94,0,95
"LOC_Os02g48870",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48880",22,0,50,0,0,0,13,0,0,0,83,0,66,50
"LOC_Os02g48900",83,77,0,0,0,0,132,154,211,193,12,59,20,0
"LOC_Os02g48910",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48920",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48930",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48940",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"LOC_Os02g48950",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g48964",435,398,511,344,300,142,238,478,468,406,1213,1475,1499,1710
"LOC_Os02g48980",173,272,84,27,157,79,88,41,148,92,530,191,494,880
"LOC_Os02g48990",0,0,0,1,0,0,3,22,76,179,187,200,297,62
"LOC_Os02g49010",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g49020",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g49030",0,0,0,0,0,0,0,0,0,3,0,0,0,0
"LOC_Os02g49040",0,0,0,0,0,56,0,0,0,0,0,0,0,0
"LOC_Os02g49050",12,5,0,45,50,110,70,44,0,187,187,580,303,119
"LOC_Os02g49060",0,1,31,26,0,0,0,1,1,0,146,0,3.044,156
"LOC_Os02g49070",14,114,25,91,16,28,148,40,11,75,120,277,55.956,96
"LOC_Os02g49080",545,1783,762,391,921,487,323,265,474,660,2063,2079,2415,2682
"LOC_Os02g49090",32,145,76,103,27,124,249,44,173,188,232,532,606,276
"LOC_Os02g49100",0,0,0,0,0,0,0,0,0,0,0,0,0,21
"LOC_Os02g49110",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g49120",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g49130",0,9,0,0,0,0,0,0,77,0,24,0,51,0
"LOC_Os02g49140",0,0,0,0,0,0,21,7,0,0,0,0,0,0
"LOC_Os02g49150",63,179,101,0,19,58,43,55,28,203,118,110,154,218
"LOC_Os02g49160",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g49170",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g49180",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g49190",0,0,0,0,0,0,0,0,0,0,0,0,0,32
"LOC_Os02g49200",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g49210",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os02g49220",0,0,0,0,0,0,0,0,0,0,0,0,0,0
