"","BS1","BS2","BS3","BS4","BS5","M1","M2","M3","M4","M5","V1","V2","V3","V4"
"LOC_Os12g13130",0,2,0,138,86,78,0,63,0,74,179,221,176,135
"LOC_Os12g13140",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13150",43,61,63,14,0,50,38,179,111,238,242,29,83,96
"LOC_Os12g13160",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13170",157,83,92,96,271,237,219,124,208,197,394,267,316,398
"LOC_Os12g13174",38,99,0,64,1,5,27,0,0,0,59,0,58.128,93
"LOC_Os12g13180",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13190",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13200",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13209",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13220",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13230",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13240",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13250",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13260",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13270",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13280",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13290",0,155.899,12,0,109,0,0,0,0,0,0,0,0,0
"LOC_Os12g13295",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"LOC_Os12g13300",2.006,0,0,0,0,0,0,0,0,0,22.007,22.173,40.141,0
"LOC_Os12g13320",49,0,30,146,63,96,0,2,1,83,164,399,201,317
"LOC_Os12g13330",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13340",65,0,2,0,0,0,0,11,0,0,3,26,0,122
"LOC_Os12g13350",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13360",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13370",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13380",16,0,0,0,0,0,0,0,0,0,52,0,0,148
"LOC_Os12g13390",69,66,87,36,131,186,108,55,16,136,554,472,292,565
"LOC_Os12g13400",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13410",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13420",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13430",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13440",100,54,14,234,28,225,171,105,175,456,327,540,164,356
"LOC_Os12g13445",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13450",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13460",266,732,346,168,269,232,558,356,458,673,226,252,201,429
"LOC_Os12g13470",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13480",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13490",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13500",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13520",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13530",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13540",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13550",0,0,0,0,0,0,0,0,20,0,0,0,0,0
"LOC_Os12g13560",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13570",0,0,0,0,0,0,0,0,0,0,10,0,0,1
"LOC_Os12g13580",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13590",119,108,73,95,39,0,85,26,0,75,145,251,47,8
"LOC_Os12g13600",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13610",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13620",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13640",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13650",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13660",0,0,0,0,0,0,0,0,0,7,30,4,16,12
"LOC_Os12g13670",51,45,38,119,72,0,37,62,74,244,208,153,180,129
"LOC_Os12g13674",635,719,748,466.288,684,670,449,337,322,470,3898,4239.848,3634,6002
"LOC_Os12g13680",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13690",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13700",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13710",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13720",0,0,58,0,0,0,0,0,0,0,10,2,22,35
"LOC_Os12g13730",0,0,0,0,0,0,0,0,0,0,58,2,0,0
"LOC_Os12g13740",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13750",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13760",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13770",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13780",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13790",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13800",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13810",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13824",117,143,181,122,2,210,249,132,172,269,218,215,245,340
"LOC_Os12g13840",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13850",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13860",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13870",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13880",0,0,0,0,0,0,0,8,0,0,50.025,0,0,0
"LOC_Os12g13890",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13900",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13910",376,693,162,0,51,0,168,63,23,213,423,299,267,484
"LOC_Os12g13920",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13930",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13940",23,46,0,2,0,78,58,65,55,130,31,0,0,0
"LOC_Os12g13950",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13960",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13980",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g13990",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14010",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14020",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14030",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14040",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14050",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14059",0,0,17,0,0,0,0,0,0,11,0,0,0,0
"LOC_Os12g14070",1259,1517,1053,710,1083,1238,890,840,1078,1452,1583,1980,1017,1091
"LOC_Os12g14080",31,119,34,0,0,157,95,1,62,17,99,123,93,106
"LOC_Os12g14090",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14100",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14110",54,2,46,59,188,1,1,18,0,58,144,255,187,250
"LOC_Os12g14120",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14126",0,0,0,0,0,0,0,0,64,0,18,0,0,0
"LOC_Os12g14132",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14140",49,0,0,0,2,0,0,0,0,0,55,0,0,0
"LOC_Os12g14150",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14160",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14170",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14180",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14190",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14200",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14210",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14220",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14224",0,6,0,0,0,0,20.5,23,0,0,0,0,0,0
"LOC_Os12g14230",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14240",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14250",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14260",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14270",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14280",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14290",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14310",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14320",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14330",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14340",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14350",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14360",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14374",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14390",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14400",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14410",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14420",0,0,6.127,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14430",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14440",0,0,0,1,0,0,0,0,0,6,0,0,0,0
"LOC_Os12g14450",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14460",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14470",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14480",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14490",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14500",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14510",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14520",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14530",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14540",15,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14550",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14570",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14580",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14590",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14610",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14630",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14640",0,0,0,0,0,0,0,0,0,0.952,0,0,0,0
"LOC_Os12g14650",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14660",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14670",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14680",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14699",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14720",0,0,0,0,6,0,8,1,0,34.403,0,0,0,0
"LOC_Os12g14730",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14740",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14750",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14764",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14780",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14800",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14820",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14830",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14840",92,7,23,1,8,226,26,67,24,241,214,142,112,250
"LOC_Os12g14850",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14860",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14870",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14880",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14890",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14900",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14910",0,0,0,0,0,0,0,0,0,0,0,0,14,0
"LOC_Os12g14920",0,85,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14930",1,1,17,2,104,2,54,32,133,169,140,174,114,232
"LOC_Os12g14939",0,0,0,0,0,0,1,0,0,0,0,0,16,56
"LOC_Os12g14960",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g14984",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15010",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15020",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15030",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15040",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15050",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15060",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15070",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15080",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15090",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15100",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15110",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15120",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15130",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15140",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15150",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15160",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15170",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15180",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15190",0,0,0,0,0,0,0,0,0,26,0,0,47,0
"LOC_Os12g15222",70,163,193,783,296,397,468,204,303,670,479,420,238,286
"LOC_Os12g15240",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15250",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15270",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15280",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15290",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15300",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15314",2,0,0,0,0,0,0,0,0,0,302,142,500,411
"LOC_Os12g15330",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15340",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15350",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15370",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15390",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15400",0,0,0,1,0,0,0,0,0,0,0,4,19,0
"LOC_Os12g15410",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15420",199,502,76,87,58,181,175,54,149,177,610,258,327,525
"LOC_Os12g15430",0,0,0,0,0,0,0,13,0,0,16,0,0,0
"LOC_Os12g15440",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15450",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15460",22,0,0,0,0,0,0,0,0,0,0,0,0,80
"LOC_Os12g15470",156,138,143,101,82,12,69,42,1,0,357,476,235,699
"LOC_Os12g15480",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15490",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15500",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15505",676,1510,596,1158,442,934,552,445,584,1120,1514,1431,1553,2361
"LOC_Os12g15510",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15520",84,1,59,33,72,46,25,123,143,143,107,103,195,319
"LOC_Os12g15530",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15540",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15550",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15560",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15570",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15580",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15590",6,95,71,1,55,46,95,49,67,52,280,365,256,251
"LOC_Os12g15600",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15610",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15620",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15630",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15640",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15650",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15660",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15670",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15680",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15690",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15700",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15730",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15740",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15750",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15760",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15770",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15780",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15790",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15800",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15810",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15820",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15830",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15840",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15850",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15860",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15870",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15880",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15890",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15900",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15910",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15920",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15930",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15950",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15960",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15980",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g15990",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16010",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16020",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16030",0,0,0,0,0,0,0,0,0,0,0,0,13,0
"LOC_Os12g16040",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16050",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16060",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16070",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16080",0,0,0,0,0,0,0,25,0,0,0,0,0,0
"LOC_Os12g16100",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16110",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16120",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16130",0,0,0,22,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16140",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16150",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16160",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16170",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16180",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16190",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16200",30,78,125,0,0,117,275,89,127,165,0,1,0,0
"LOC_Os12g16210",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16220",53,46,73,0,0,111,58,64,89,88.127,140,140,204,313
"LOC_Os12g16230",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16240",0,0,0,0,0,0,0,0,0,0,0,25,0,0
"LOC_Os12g16250",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16260",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16280",79.437,104.994,215,3,32,217,126.905,143.002,82,67,245.3,235,271.389,228.159
"LOC_Os12g16290",39,1,11,12,0,164,0,13,0,81.873,135,0,59.998,9
"LOC_Os12g16300",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16310",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16320",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16330",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16340",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16350",765.999,1147,765.871,823,741.999,2376,1305.998,1167.999,1196.482,2170,1993.999,2717.982,2688.998,1917
"LOC_Os12g16360",35,121,55,0,114,40,102,100,33,5,60,7,68,34
"LOC_Os12g16370",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16380",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16390",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16400",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16410",0,13,33,113,0,2,50,41,3,185,102,116,151,62
"LOC_Os12g16420",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16430",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16440",0,0,0,0,0,0,0,0,0,0,0,0,2,17
"LOC_Os12g16450",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16460",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16470",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16480",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16490",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16500",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16510",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16520",0,99,0,0,0,0,54,5,0,0,0,0,0,0
"LOC_Os12g16524",63,267,88,143,34,535,165,332,234,1078,113,261,118,103
"LOC_Os12g16530",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16540",36,0,0,0,0,0,0,0,33,0,0,0,0,0
"LOC_Os12g16550",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16570",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16580",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16590",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16600",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16610",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16620",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16630",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16640",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16650",0,0,29,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16660",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16670",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16680",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LOC_Os12g16690",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16710",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16720",0,0,0,0,0,0,0,0,0,49,0,0,0,0
"LOC_Os12g16730",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16740",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16750",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16760",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16770",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16780",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16790",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16800",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16810",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16820",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os12g16830",0,0,0,0,0,0,0,0,0,0,0,0,0,0
