"","logFC.BSvsM","FDR.BSvsM","GENEID","logFC.MvsV","FDR.MvsV","logFC.BSvsV","FDR.BSvsV"
"133",4.30102902053132,3.99394988159581e-07,"LOC_Os10g31040",-0.670373644110583,0.292646997501228,3.63065537642074,4.8033063986473e-06
"134",3.74898176857861,4.18074403362871e-07,"LOC_Os04g26320",-6.74003036601432,5.85453206578924e-11,-2.99104859743571,3.55975395958666e-06
"135",-1.51818786325443,4.18074403362871e-07,"LOC_Os10g35370",5.68827907785375,2.96993663305435e-15,4.17009121459931,3.74011864189752e-13
"136",2.79607998008027,4.19406155630581e-07,"LOC_Os01g49529",-0.529061217489365,0.211660279967639,2.2670187625909,9.32179180818956e-06
"137",2.25004334739225,4.19406155630581e-07,"LOC_Os05g36360",-4.5473617660551,4.78056894770563e-12,-2.29731841866286,1.95048344292744e-07
"138",5.30048549203904,4.26585403840374e-07,"LOC_Os03g01170",-6.42696785786992,1.07598388446761e-08,-1.12648236583088,0.132498665199964
"139",3.63977534054418,4.35229645984735e-07,"LOC_Os12g08090",-6.27332034297049,9.4891362843307e-11,-2.63354500242631,1.20418379874338e-05
"140",-1.30459724689872,4.53964260501794e-07,"LOC_Os08g02630",5.21267140182365,1.12558047829136e-15,3.90807415492493,1.42161041564121e-13
"141",-1.40366162389212,4.75660833021861e-07,"LOC_Os08g15296",4.86018067931455,5.98707763101862e-15,3.45651905542243,1.5535020551739e-12
"142",3.44592099577311,4.75660833021861e-07,"LOC_Os09g28510",-6.8808389931483,1.7340496421782e-11,-3.43491799737519,2.8271382293691e-07
"143",1.97111306806309,4.96725695824371e-07,"LOC_Os08g43190",-0.811585034903147,0.0065792509456075,1.15952803315994,0.000536592516677962
"144",4.11965542229376,4.96725695824371e-07,"LOC_Os06g28630",-6.48672320422331,4.58124601637106e-10,-2.36706778192955,0.000198513155981272
"145",8.58786524468596,5.11317459570248e-07,"LOC_Os01g59130",-9.64308917608943,3.36825691872935e-08,-1.05522393140347,0.362009684468696
"146",-1.75238661862574,5.17696290394898e-07,"LOC_Os04g16740",5.45053322171605,5.30037830748514e-14,3.69814660309031,2.15258485379101e-11
"147",-1.30831951562793,5.66431071963737e-07,"LOC_Os02g51080",4.59396602650479,5.70651396956082e-15,3.28564651087685,1.28062663865043e-12
"148",-2.06159027780237,5.77837128354893e-07,"LOC_Os03g19380",4.90259356316042,2.86241734171632e-12,2.84100328535806,1.17876329026286e-08
"149",-1.39370144471606,6.04411321093846e-07,"LOC_Os04g53230",3.84697487476621,1.3305544335664e-13,2.45327343005015,2.27818511846796e-10
"150",-1.18199079706949,6.32964663103256e-07,"LOC_Os09g30340",5.00186049591617,6.8304171944147e-16,3.81986969884668,9.11449176233637e-14
"151",3.41891475006379,6.32964663103256e-07,"LOC_Os07g41410",-6.562369028469,3.81885227728624e-11,-3.14345427840522,1.0929536353762e-06
"152",-1.27605082880035,6.32964663103256e-07,"LOC_Os07g46460",4.08404842397905,1.5165583219418e-14,2.8079975951787,7.69060282268454e-12
"153",-1.16021203281829,6.40124128875628e-07,"LOC_Os07g38960",5.15433996925418,4.63630626020137e-16,3.9941279364359,9.11449176233637e-14
"154",8.66492320387235,6.40809505197867e-07,"LOC_Os02g17680",-9.26727080744761,7.96266121084226e-08,-0.60234760357526,0.735291979736066
"155",-1.13478110924535,6.6467580663585e-07,"LOC_Os07g05820",4.36364321541479,1.38016933529402e-15,3.22886210616944,2.41819705167865e-13
"156",-1.69501872579889,6.67564113856229e-07,"LOC_Os10g41780",4.82623872694235,1.88203769720102e-13,3.13122000114346,1.86639448386176e-10
"157",2.23728419851064,6.96762285517675e-07,"LOC_Os11g06720",-0.916959386825929,0.00771460773350437,1.32032481168471,0.000644112918249344
"158",4.28645765979457,7.23532425812563e-07,"LOC_Os09g26370",-3.31308156298769,6.08577021717028e-06,0.973376096806878,0.168383582391487
"159",3.0178813724424,7.65901617259186e-07,"LOC_Os01g02150",-3.58374542788254,2.55677128653012e-08,-0.565864055440141,0.323871642902493
"160",4.8858511911519,7.65901617259186e-07,"LOC_Os12g09300",-7.35324399217918,1.41646889566772e-09,-2.46739280102728,0.000655911247340791
"161",-2.02408664617093,7.80662266122302e-07,"LOC_Os01g58049",5.6314079334065,5.45406011322001e-13,3.60732128723557,4.61634746829602e-10
"162",6.2667734191147,8.02629603798363e-07,"LOC_Os09g31230",-9.07594221393817,2.18237004133916e-09,-2.80916879482347,0.000753241405649995
"163",-1.35490975137012,8.36481127521264e-07,"LOC_Os01g68480",4.37660738639652,2.26865020713935e-14,3.0216976350264,1.00421198824509e-11
"164",1.97288863603169,8.36481127521264e-07,"LOC_Os08g35190",-2.35345413830596,2.57785199618591e-08,-0.380565502274272,0.34211626049713
"165",-1.22376177391184,8.36481127521264e-07,"LOC_Os03g56670",4.93488686506397,1.38016933529402e-15,3.71112509115213,1.70942660194852e-13
"166",-1.77917379330559,8.36481127521264e-07,"LOC_Os12g17600",4.95334185921343,3.90299311465893e-13,3.17416806590784,3.96843956282248e-10
"167",-1.26268054435911,8.6875537294361e-07,"LOC_Os06g04270",3.2359176615529,4.64630345228639e-13,1.97323711719379,1.84983034663492e-09
"168",2.1196868105471,8.77683482335856e-07,"LOC_Os05g38530",-1.61083129095443,1.64550283085847e-05,0.50885551959267,0.196286328014023
"169",2.66075688002041,9.53812749477549e-07,"LOC_Os02g12480",-2.57921564295924,5.75879729674515e-07,0.0815412370611708,0.958615417657792
"170",4.71124497526943,1.00024269041244e-06,"LOC_Os01g07730",-3.9815911180393,2.58937772790628e-06,0.729653857230126,0.438693378062901
"171",-1.83932926194575,1.07985229662109e-06,"LOC_Os02g46980",4.91247368020305,9.69219546213811e-13,3.07314441825729,1.51972073893459e-09
"172",1.49569203813626,1.14067800377195e-06,"LOC_Os06g46770",-2.92294188840784,1.60566456692771e-11,-1.42724985027158,1.98200721302523e-06
"173",1.59040720193764,1.16933896696616e-06,"LOC_Os03g30430",-3.56413334376291,2.0497805787432e-12,-1.97372614182527,3.79307289830257e-08
"174",-2.36346012367958,1.17901416604586e-06,"LOC_Os07g08160",5.33177867277894,2.12383391379896e-11,2.96831854909935,1.07569999003289e-07
"175",-1.58984513802344,1.18830641738082e-06,"LOC_Os03g64020",4.8531881479094,1.25161558850123e-13,3.26334300988596,7.09371299706301e-11
"176",2.38147323687274,1.22730755928295e-06,"LOC_Os07g02460",-1.46530028173747,0.000251040535272801,0.916172955135267,0.0296416615028929
"177",4.0430332148346,1.22730755928295e-06,"LOC_Os07g32510",-3.72096100568358,1.21400013217545e-06,0.322072209151023,0.808861605095662
"178",3.72025728009732,1.22730755928295e-06,"LOC_Os01g04350",-0.897675268995833,0.109341395435577,2.82258201110149,5.23308948564725e-05
"179",1.33093651452317,1.22730755928295e-06,"LOC_Os05g49890",-2.71522603141812,8.33839519398683e-12,-1.38428951689495,6.52493785643245e-07
"180",4.96917337834225,1.23234129936005e-06,"LOC_Os01g57710",-5.11119150299807,2.92108542765938e-07,-0.142018124655825,0.955690324026948
"181",-1.42355837081857,1.23234129936005e-06,"LOC_Os11g39020",4.09389126723358,2.01900340771966e-13,2.67033289641501,2.26821307620013e-10
"182",7.47418819581272,1.30984213480988e-06,"LOC_Os01g39890",-8.33335915972812,1.12117252223918e-07,-0.859170963915401,0.526855194220184
"183",-1.22123085822103,1.33224984705346e-06,"LOC_Os03g17070",4.37700126996058,7.61587060778503e-15,3.15577041173955,1.963878636569e-12
"184",-1.14764289767448,1.48558628210741e-06,"LOC_Os07g32880",4.58272950233686,2.20436696716657e-15,3.43508660466237,2.90259908674915e-13
"185",-1.24459124161892,1.49289698315811e-06,"LOC_Os03g18200",4.25530630014492,1.6447633740894e-14,3.010715058526,5.27303361022639e-12
"186",3.60898981215065,1.51491656725589e-06,"LOC_Os03g15530",-7.00585955964664,1.09794087080922e-10,-3.39686974749599,1.84866073724754e-06
"187",5.9106595640211,1.57414443060843e-06,"LOC_Os04g47300",-8.55862219756489,5.12294755894947e-09,-2.64796263354379,0.00164925200127088
