"","M","BS","V"
"LOC_Os01g05070",2.00163424863679,1.80777231578763,2.44046785741588
"LOC_Os01g05090",3.50119381094077,2.94552648063489,2.67850286091111
"LOC_Os01g05130",3.20988582337909,2.14973768031977,2.70247761635445
"LOC_Os01g05140",1.54666435096585,0.941854539984056,2.09902626899779
"LOC_Os01g05150",0.535501121418437,2.85509005725094,4.57397600168834
"LOC_Os01g05420",5.33742722774859,5.08776465047706,5.78366611412609
"LOC_Os01g05430",2.53165480115575,2.63065102949437,1.70983854254129
"LOC_Os01g05470",1.93145110423001,2.25353018731876,2.91433613929368
"LOC_Os01g05490",7.35741266257805,7.55505582175608,7.49290078834713
"LOC_Os01g05500",4.99920911799965,4.06113746640301,3.96268784903594
"LOC_Os01g05540",1.2845247046778,1.85024212270283,2.44195558926089
"LOC_Os01g05560",2.35430558445794,3.85627892468516,3.63556429623531
"LOC_Os01g05610",5.19280739276082,4.9788632640178,5.58914171551696
"LOC_Os01g05630",3.30620481469423,1.5203943959664,3.35402776931808
"LOC_Os01g05650",8.06211004836996,10.9128474667865,11.5638152766356
"LOC_Os01g05660",1.1042763896909,3.10224625508051,2.59252300006308
"LOC_Os01g05670",4.89409104959315,5.2812092147561,5.15238234863101
"LOC_Os01g05790",3.92743845964927,1.92383941670824,2.74686840876162
"LOC_Os01g05800",6.87896282719731,6.17422798957539,4.41768537531164
"LOC_Os01g05810",3.8755788120741,2.83248757267498,1.91887398392159
"LOC_Os01g05830",1.71910594694484,1.4848935755268,2.20935881011703
"LOC_Os01g05840",5.60969826307228,3.88862496497045,2.02068365066167
"LOC_Os01g05900",4.14656383713588,5.24646196497123,6.54787248230372
"LOC_Os01g05970",4.64450620922555,4.20827467551335,4.33835437498163
"LOC_Os01g06010",5.98476318631222,6.49006025709121,6.21027618001848
"LOC_Os01g06020",2.20659036170184,2.63401567988425,1.92796306387932
"LOC_Os01g06270",4.0200518293216,3.77229096181206,3.27383600964736
"LOC_Os01g06280",4.25576634208866,2.67729649614819,0.665721539484695
"LOC_Os01g06290",3.45494536662864,3.01400140540653,3.98062093961173
"LOC_Os01g06310",0.652599932753036,1.50144615160784,4.197365481776
"LOC_Os01g06340",0.102917983411907,1.35190536552674,0.292327925730511
"LOC_Os01g06454",1.04019319980899,0.365347749548901,0.71293218665644
"LOC_Os01g06460",3.72516331213214,3.95270201388859,4.61083833346631
"LOC_Os01g06490",2.86046322248103,2.48272459484099,3.15023126090266
"LOC_Os01g06500",1.66709554374641,3.22510837475042,7.57811394094778
"LOC_Os01g06510",1.24964302682382,0.234586297886391,1.69233376062186
"LOC_Os01g06550",2.34488414949453,1.60258986304781,2.27115960361262
"LOC_Os01g06590",3.08242747982425,3.24426162636865,3.01861260950857
"LOC_Os01g06600",2.0600301427269,2.41942031149032,1.16827912344869
"LOC_Os01g06660",0.464213467605301,0.34890085661734,2.17712312399267
"LOC_Os01g07070",3.51950420967336,4.52504802043482,4.52281437632392
"LOC_Os01g07080",0.924838125958819,1.98477771776461,0.474334399869996
"LOC_Os01g07090",6.09532308141422,5.048902128754,2.86765243355752
"LOC_Os01g07120",1.30233185209893,2.63534380893593,2.40743222635446
"LOC_Os01g07170",1.12711067307136,0.641435433642175,0.479942263524686
"LOC_Os01g07200",3.11025525157908,4.33993357465971,5.28600622218906
"LOC_Os01g07250",3.39049445225521,3.50320021305178,4.00794955508592
"LOC_Os01g07300",2.75770804397668,1.48133787621965,1.34547855727215
"LOC_Os01g07310",4.36640482263892,3.8851630009874,3.18139037177963
"LOC_Os01g07370",4.20543361216461,5.04574687643647,3.82501437138854
"LOC_Os01g07376",2.55954027340268,3.6811118961092,2.05413611442696
"LOC_Os01g07382",2.96986422254882,2.30702993170173,3.76108513874045
"LOC_Os01g07390",2.4417466969519,2.54354902872561,2.23224571251684
"LOC_Os01g07400",3.72191761963094,3.57954277602901,2.2654401367082
"LOC_Os01g07410",1.98477771776461,3.0033985150766,0.64565069382699
"LOC_Os01g07420",0.453925505951047,2.31431930221238,0.0764677694398012
"LOC_Os01g07490",2.58695933096111,1.6446843590608,2.20504762114822
"LOC_Os01g07500",0.453925505951047,2.63225197733249,4.98674297024366
"LOC_Os01g07520",2.9559876982458,3.6170388911562,3.40467611681632
"LOC_Os01g07530",5.15747174254011,6.21778859068927,5.39727337289385
"LOC_Os01g07540",2.39599774322206,0.694194339312282,1.43541613867575
"LOC_Os01g07590",0.778945844894826,0.581391229073812,3.32265021143029
"LOC_Os01g07600",1.16149601139261,1.78788962164468,0.593402075155545
"LOC_Os01g07620",0.365589869118565,1.69810617038096,2.04658506571518
"LOC_Os01g07630",3.53145771182266,3.99759991793626,2.58250953014401
"LOC_Os01g07700",4.25806983294851,3.70550974028426,3.18170497680214
"LOC_Os01g07720",2.00344628407049,2.55900382484444,2.94438800681333
"LOC_Os01g07730",2.11484338550779,6.29005296542187,5.59541312271986
"LOC_Os01g07740",2.46385017249398,2.10993884216652,2.64208971938837
"LOC_Os01g07750",2.60075826557436,3.15761272116552,3.11050487756524
"LOC_Os01g07760",5.97488589797651,6.0841921363292,6.10113016549916
"LOC_Os01g07780",2.83910484648435,2.71600071594748,3.25543515071933
"LOC_Os01g07800",5.76312194402369,4.42341199265715,1.73007840370877
"LOC_Os01g07810",4.10283374654252,5.20842541656085,5.09953448543095
"LOC_Os01g07870",4.22155494244288,4.3009336022081,1.53323687349285
"LOC_Os01g07880",2.60706565826769,2.40148945745899,2.72185323349584
"LOC_Os01g07900",1.58855769380238,1.16509115628483,0.255527945191926
"LOC_Os01g07910",0.954507824419762,1.31173111728138,3.12137161697888
"LOC_Os01g07920",1.56077461723908,1.92106375152085,1.26711244553897
"LOC_Os01g07940",1.79454726085753,2.18842631977946,3.61347824431759
"LOC_Os01g07950",2.38708957395117,2.58295053057355,3.23378121888457
"LOC_Os01g07960",4.41061586603432,4.9819469534605,5.29985057286216
"LOC_Os01g07970",1.49197246532222,1.42546167702815,0.578320632373474
"LOC_Os01g08020",2.66827393674528,0.634811297940203,0.128483789873636
"LOC_Os01g08160",0.102917983411907,1.43785909059976,3.50405615230498
"LOC_Os01g08190",0.102917983411907,0.0309659941870974,2.07501149539088
"LOC_Os01g08200",3.26490914412337,2.44470095193366,3.36961338398584
"LOC_Os01g08270",1.7178570705296,0.484427251492912,0.927824247657625
"LOC_Os01g08280",4.12370398614938,1.9790445987194,2.72598138212128
"LOC_Os01g08290",1.38326959164036,0.0309659941870974,1.18589924602832
"LOC_Os01g08310",0.920425620596766,1.30625248755089,0.215886532627591
"LOC_Os01g08320",4.3008566093292,3.26406562676506,4.14751522723127
"LOC_Os01g08350",2.91351149489568,2.50005885672436,3.60378776549483
"LOC_Os01g08400",2.14448983225746,2.87967589277677,2.67760119039998
"LOC_Os01g08410",5.18568869047748,5.46011042344776,5.50106680058202
"LOC_Os01g08420",1.67593752785513,1.00627350894872,1.56621809156498
"LOC_Os01g08430",3.89244052359111,4.33055684404177,3.73919769947772
"LOC_Os01g08440",7.62249239737894,6.8471639004579,4.04322921795889
"LOC_Os01g08460",4.17644259992495,1.69901341607065,1.14802723671986
"LOC_Os01g08464",1.92810196783972,0.0309659941870974,0
"LOC_Os01g08510",3.04244479748506,2.44116128066779,0.130030496541884
"LOC_Os01g08520",2.41926735165335,1.17321823617345,1.69440780273568
"LOC_Os01g08540",2.92501853028558,1.24431053553388,1.22435185693347
"LOC_Os01g08550",1.43250035239984,0.923337786809414,0.308109724439813
"LOC_Os01g08560",5.60043203716478,6.29780701121228,7.05664918727018
"LOC_Os01g08580",3.68841974141367,3.73542087098661,3.86118955025115
"LOC_Os01g08600",2.37464501298133,1.62850198841798,2.10804848126547
"LOC_Os01g08650",0.701948690582774,1.21698697841868,1.56077461723908
"LOC_Os01g08660",2.02626005991717,3.88051533989215,3.69335207477317
"LOC_Os01g08670",0.733648981890565,1.61063490948777,1.62304234280194
"LOC_Os01g08680",1.64754992711579,2.25161473515261,0.448633860494846
"LOC_Os01g08690",0.945289946942533,0.0309659941870974,0.567464662896512
"LOC_Os01g08700",6.74300106138496,6.77787147179012,5.59583655458683
"LOC_Os01g08750",4.18967112438559,4.16384921817513,4.3009336022081
"LOC_Os01g08770",0.792496223022784,1.03582285890657,2.62384204825202
"LOC_Os01g08780",0.102917983411907,0.0309659941870974,1.15780584051007
"LOC_Os01g08814",3.04062656811641,2.19201077035612,2.75132683646254
"LOC_Os01g08830",1.45941033654257,1.59660723976168,1.2010904064182
"LOC_Os01g08850",0.312846970331343,1.18754605867573,2.10866926542656
"LOC_Os01g08860",1.87058347968492,2.69142225121559,3.24543723532721
"LOC_Os01g08890",4.70133421966407,4.06467587746887,2.37955408384656
"LOC_Os01g08930",2.66638250671388,1.70719681952842,1.7683882112684
"LOC_Os01g08950",0.894499362154197,1.52564120796696,0.450838005186423
"LOC_Os01g08960",3.17700287866325,3.18472979556554,4.27556741003385
"LOC_Os01g08970",4.43454426312179,4.33358179415846,5.42765812428711
"LOC_Os01g09000",5.40677346112204,5.56158039134057,5.23136515241188
"LOC_Os01g09010",1.70683464863161,0.958346983372832,3.243362254794
"LOC_Os01g09020",3.01464959298159,3.84487720779579,2.76963275857414
"LOC_Os01g09030",3.21108622188787,1.18644495534281,1.48807789252363
"LOC_Os01g09120",5.08993448089147,3.69735292763933,3.51174971093
"LOC_Os01g09200",4.05206381748913,4.06926991482619,4.81155752113561
"LOC_Os01g09212",1.45848168911933,0.482665289212171,0.556840039699486
"LOC_Os01g09230",1.56472123634376,0.639232479731301,0.834540808370534
"LOC_Os01g09246",4.09096375063548,3.86849576611319,4.17402627072186
"LOC_Os01g09252",5.50804320359575,5.08672611704622,5.04427956701041
"LOC_Os01g09280",3.55415112276256,0.889244432414852,3.77787888676881
"LOC_Os01g09300",4.11028615334034,4.21657722646721,6.10243111121853
"LOC_Os01g09305",3.3626110186152,2.45270108088067,1.58024432253567
"LOC_Os01g09310",1.1392085136821,0.383659950085389,1.32375928959274
"LOC_Os01g09320",4.29071721882807,6.88082783093429,8.77814722955642
"LOC_Os01g09370",1.13751868289773,1.75523063753882,1.92628003341473
"LOC_Os01g09384",0.312846970331343,0.836973095140187,1.40349856234907
"LOC_Os01g09410",3.02469999742996,2.4417466969519,2.13174351831499
"LOC_Os01g09420",4.19561145141078,3.68870591943629,3.77417092845355
"LOC_Os01g09430",5.84595174485298,6.34916380890154,6.32580315561895
"LOC_Os01g09450",3.79637322390975,6.26581473134809,8.36800363402948
"LOC_Os01g09510",3.08506108970885,4.35877418139279,4.95591027077742
"LOC_Os01g09540",5.74264740363196,4.26359316286009,1.04019319980899
"LOC_Os01g09550",0.464213467605301,1.31550254707527,2.2782562161416
"LOC_Os01g09560",3.4150027028582,4.07704553932774,4.79463133171071
"LOC_Os01g09570",4.33780409729658,5.64797967501693,5.77924387218048
"LOC_Os01g09590",0.312846970331343,3.36330044652701,1.93630139496131
"LOC_Os01g09620",3.06421567788662,2.004473101352,1.96311668591274
"LOC_Os01g09640",3.52489161459114,3.17907396371341,3.78057250952504
"LOC_Os01g09665",0.7894113714114,0.834540808370534,0.645047802208504
"LOC_Os01g09670",0.493208413317797,1.84799416142427,0.411280215180104
"LOC_Os01g09740",1.92878940966784,1.37580717186345,1.12666038161961
"LOC_Os01g09750",1.74364534399082,1.58786018322911,1.75906872250823
"LOC_Os01g09760",1.79935818671091,3.10546398738478,2.03600117206979
"LOC_Os01g09770",2.61389054545707,4.61805741152085,4.52856265413167
"LOC_Os01g09800",2.63225197733249,1.96311668591274,0.678690147786869
"LOC_Os01g09830",2.31124461913771,4.18967112438559,6.3135262096894
"LOC_Os01g09850",0.284357437945996,3.06553875688313,2.84960719400592
"LOC_Os01g09880",1.46575601131574,1.38821672809578,1.1095176814573
"LOC_Os01g09890",4.58376371131917,4.30514119981456,5.13645771550055
"LOC_Os01g10010",2.25271575025304,2.9285084645233,3.16346523807561
"LOC_Os01g10020",3.45747573017769,3.60925421590318,3.27788621678781
"LOC_Os01g10030",2.05063130490284,1.07661380796722,0.433708986469497
"LOC_Os01g10040",1.77436366639801,3.2449944887274,0.112182893632089
"LOC_Os01g10050",3.5702530509931,3.11554288629385,3.91277395272865
"LOC_Os01g10080",2.40129254677837,1.12641539971779,0.852779852361012
"LOC_Os01g10100",2.72942472218798,2.16554417495286,1.71928104092225
"LOC_Os01g10140",0.102917983411907,2.59422365578636,2.5918766212413
"LOC_Os01g10150",4.70859829311044,4.46775808623487,4.86737906706271
"LOC_Os01g10210",6.49373019573023,5.67259348016621,2.75527270730454
"LOC_Os01g10250",5.13052925832274,4.46690214005802,4.5615639741406
"LOC_Os01g10280",3.96982094358041,2.57910463561485,3.93770283661803
"LOC_Os01g10290",3.12107986477367,2.84603749541353,3.29711321342827
"LOC_Os01g10320",1.753750139019,0.509284515996269,1.35016633221415
"LOC_Os01g10340",2.09762616169622,2.03220608434314,2.17721694512888
"LOC_Os01g10350",1.06259952550658,1.8678533406005,2.88905148114325
"LOC_Os01g10400",13.1304132601455,13.8666960489759,13.7455160715486
"LOC_Os01g10430",3.4838970043502,3.20264505808648,3.17270729534234
"LOC_Os01g10450",5.15940594851838,4.45015137785034,3.81345782372423
"LOC_Os01g10530",1.95343503674331,1.74914002733231,3.14221424071091
"LOC_Os01g10580",2.32279625909017,1.68201977605486,0.51128663254239
"LOC_Os01g10610",5.4457116878874,6.04757637940705,6.58214105863481
"LOC_Os01g10630",1.15046174436859,0.699469590235303,0.829649854844689
"LOC_Os01g10680",3.61865829976465,4.21446059059578,3.12597911440073
"LOC_Os01g10690",2.16888296733172,0.0309659941870974,2.25435082724061
"LOC_Os01g10790",1.17317272358414,0.0309659941870974,1.43827324286016
"LOC_Os01g10810",3.43810569722752,0.439900409751241,0.10849847409438
"LOC_Os01g10830",1.69536126344812,1.04658365139975,0.637259595259276
"LOC_Os01g10840",2.98229396828824,3.09203813818641,3.33483020038307
"LOC_Os01g10860",1.03582285890657,1.66986871947515,2.75334827328363
"LOC_Os01g10890",4.69512411482692,3.90071880120632,0.157676287025625
"LOC_Os01g10930",0.102917983411907,1.58701836642094,0.890728251776861
"LOC_Os01g10950",2.08840321713404,3.27052312673821,2.48490997067998
"LOC_Os01g11040",2.77316846790572,2.72891106622543,3.72696912184445
"LOC_Os01g11054",6.92189365327884,6.62870892176873,4.05593390637155
"LOC_Os01g11070",2.98189009895797,3.51446920817865,3.14755320596893
"LOC_Os01g11110",2.43602995500092,2.1369540200762,2.48103485389119
"LOC_Os01g11120",2.85858000376533,2.44517426624625,2.87143316440192
"LOC_Os01g11160",4.07917509827869,2.14169268370156,0.251306162721983
"LOC_Os01g11230",5.79893264854574,5.72491137417858,5.71858527905273
"LOC_Os01g11240",3.59141901386619,5.88713390897296,9.05029912611024
"LOC_Os01g11260",1.66861654475894,0.0309659941870974,1.89966964637823
"LOC_Os01g11340",1.8644224383373,0.707708627831747,0.961961880505643
"LOC_Os01g11370",3.21782063718221,2.20659036170184,1.85875623372751
"LOC_Os01g11414",0.582166944741108,0.396036445472609,5.01261324008389
"LOC_Os01g11460",0.555625533338358,1.37002002242744,2.74986885545723
"LOC_Os01g11570",2.42045932041971,2.02432881718078,2.39916930241539
"LOC_Os01g11580",3.20541046836263,2.55433448109522,3.45104969023366
"LOC_Os01g11590",3.75740191848306,3.51290372596011,1.84423341406095
"LOC_Os01g11620",0.102917983411907,1.75600584475848,2.41067399513416
"LOC_Os01g11650",7.11857469272138,7.1047630795316,6.13870821883176
"LOC_Os01g11880",1.60337926520905,0.867694801975711,0.535435095508031
"LOC_Os01g11900",4.52095308253683,4.707199045255,5.97306590956637
"LOC_Os01g11910",0.408928095120025,0.509284515996269,1.86886997437873
"LOC_Os01g11946",5.42186664824869,4.74944554634716,2.8096854369013
"LOC_Os01g11952",4.26051895675325,3.95874442019019,3.37199441641844
"LOC_Os01g11960",3.16217390670829,2.64685648959716,2.55992031605396
"LOC_Os01g11970",1.55670783955632,1.33787292365828,1.97424174821946
"LOC_Os01g11980",0.102917983411907,0.855940796291461,0.772752484042647
"LOC_Os01g12080",5.41199885647063,4.67455386403447,4.78935519228248
"LOC_Os01g12100",3.86408171864928,5.01105721316762,4.65487191625355
"LOC_Os01g12130",0.284357437945996,0.739523632608153,3.18888141849403
"LOC_Os01g12180",2.0992640157508,1.34089739678354,1.42685683154745
"LOC_Os01g12190",1.52501230201124,3.34121092531163,5.29002896450671
"LOC_Os01g12200",5.18465619328197,4.25385856333037,3.26430905725477
"LOC_Os01g12210",0.739523632608153,2.7109658288082,7.29979871236034
"LOC_Os01g12320",1.53378314105229,1.63486947589966,1.97335239368241
"LOC_Os01g12340",3.01786530337028,0.407821716235026,1.73692084828561
"LOC_Os01g12390",2.40178455697035,0.671493101331601,1.5150208329551
"LOC_Os01g12400",3.79615248234552,3.16572172373283,3.60432742874003
"LOC_Os01g12440",0.102917983411907,1.56924319251597,0.86778120188872
"LOC_Os01g12464",0.464213467605301,0.385707685981957,2.71164788294938
"LOC_Os01g12470",1.84957053592392,2.34613860555488,2.03262685475729
"LOC_Os01g12480",3.06235353442049,2.76087713650587,3.22682985331551
"LOC_Os01g12490",0.284357437945996,0.0309659941870974,3.75361693661557
"LOC_Os01g12530",5.78366611412609,5.18313847556738,4.93982863462756
"LOC_Os01g12540",2.63534380893593,1.46154451075143,2.46715365874775
"LOC_Os01g12550",3.02233284167681,3.13499865711835,2.70770759357527
"LOC_Os01g12560",1.57954865299083,2.16312353985218,1.18184846610871
"LOC_Os01g12580",1.5966857293311,1.12711067307136,0.00624655159717928
"LOC_Os01g12650",0.514280752192375,2.18219522887593,3.78939776202039
"LOC_Os01g12670",4.2899749391699,0.785286574030322,2.3533032504556
"LOC_Os01g12710",5.55745694462516,4.88449259243026,3.41126287114972
"LOC_Os01g12720",2.54514317839094,4.86880454077622,4.87094878760827
"LOC_Os01g12730",4.77059194014135,4.20371448662401,3.56388974846399
