"","M","BS","V"
"LOC_Os03g11250",4.28965695212033,2.87134748567821,1.44961747906309
"LOC_Os03g11260",3.04448533560484,1.10297754910317,2.38265216177168
"LOC_Os03g11290",0.102917983411907,0.4684851617505,2.20349963225328
"LOC_Os03g11300",1.9170792466205,2.25712930366389,6.57919905028178
"LOC_Os03g11310",2.96656374493246,0.91162620377852,1.59652874592182
"LOC_Os03g11320",2.79477290002133,1.34547855727215,2.40347796595806
"LOC_Os03g11330",4.07584606240507,3.39374278125975,3.27140551069303
"LOC_Os03g11340",0.441504390364376,1.40561902537521,1.93050029354346
"LOC_Os03g11360",2.33692897560382,0.629811666617507,0.0320393480091202
"LOC_Os03g11410",4.54965695211961,5.08384706867855,5.65701752388504
"LOC_Os03g11440",3.38708602536334,2.35680251873816,2.85963228711719
"LOC_Os03g11460",4.72266243348423,4.59075695882228,4.95953013034698
"LOC_Os03g11470",3.779310669129,2.76160512396492,2.36070631533075
"LOC_Os03g11480",2.82420956367442,1.90290276999775,1.87214118353271
"LOC_Os03g11490",1.30429286879675,1.56224809931929,1.69850981096272
"LOC_Os03g11510",0.767361293282391,1.6668926380496,1.35061914495049
"LOC_Os03g11520",4.44315755601216,4.1447230617149,4.06894315311441
"LOC_Os03g11530",1.09905528513496,2.49600006173527,2.05693644839882
"LOC_Os03g11560",0.983117470077189,1.541770101046,1.87904237917048
"LOC_Os03g11570",3.96750740890735,4.13845256497903,4.26051895675325
"LOC_Os03g11580",2.15652514708233,1.39147351542422,2.68253669392728
"LOC_Os03g11590",1.75662537631741,2.85475197582085,2.63644960352836
"LOC_Os03g11660",0.102917983411907,0.51202314993342,1.67962434866112
"LOC_Os03g11670",2.60038978673821,1.20395373038401,0.926054012140861
"LOC_Os03g11720",3.45963327800811,3.53942040229647,4.0200518293216
"LOC_Os03g11780",4.68215073780843,4.12499076909369,1.81404549096556
"LOC_Os03g11790",1.73446967308881,0.915015846786067,2.61028631055853
"LOC_Os03g11840",3.51844617843791,2.33160434755367,2.74261575551673
"LOC_Os03g11890",4.78902251675164,3.46843765001836,3.19905581528401
"LOC_Os03g11900",5.02273654760885,6.03290951410518,4.07512321905907
"LOC_Os03g11910",3.74992184291229,2.46715365874775,2.71978194530018
"LOC_Os03g11950",0.102917983411907,1.89374203809189,0.499375816068377
"LOC_Os03g11960",7.10836882096659,6.58585780736489,5.57930799274027
"LOC_Os03g11970",5.48093448034622,7.28367438036998,6.22933223698961
"LOC_Os03g11980",1.1110642513231,1.72694460869703,0.793869046299243
"LOC_Os03g11990",2.75527270730454,3.65606569441355,2.62414640569299
"LOC_Os03g12000",3.87615875357021,2.53901972653363,1.81187633253719
"LOC_Os03g12010",3.89390669949136,2.27780790468604,2.99030166469151
"LOC_Os03g12020",5.03663224155854,3.5625047642569,1.15580949480285
"LOC_Os03g12030",2.94811883457765,3.26985167357877,3.04890049444163
"LOC_Os03g12050",2.16210309800684,1.81436621430533,2.51587942555753
"LOC_Os03g12064",4.69270658904388,3.96040414958625,4.83758082854073
"LOC_Os03g12110",0.408928095120025,0.73115851565314,0.857143405198717
"LOC_Os03g12120",3.16346523807561,2.03288369549624,2.18261436657575
"LOC_Os03g12160",4.54700789806196,4.87225051358305,3.30303405221153
"LOC_Os03g12230",0.102917983411907,0.0309659941870974,1.54044274495624
"LOC_Os03g12236",1.73303931418876,0.0309659941870974,0.969853775438074
"LOC_Os03g12238",2.18438687109984,2.45835577150769,2.2180776553316
"LOC_Os03g12250",3.93756004418695,4.55851191830601,3.0229145662955
"LOC_Os03g12260",4.06829850489422,1.40096087596819,0.524369204493713
"LOC_Os03g12270",1.24019616090054,0.0309659941870974,0.689354824377667
"LOC_Os03g12290",2.8629473075135,3.95965053142429,8.43819383827122
"LOC_Os03g12300",4.17382606637323,3.31904748437701,3.22832439108377
"LOC_Os03g12350",3.83338007938969,3.41394860434901,4.25312123945772
"LOC_Os03g12360",4.05484437691183,4.40160443058247,5.06502195440892
"LOC_Os03g12370",3.16101353933738,2.54244723474273,2.83747115788898
"LOC_Os03g12390",3.0675308319243,3.6322719579697,1.1139573813462
"LOC_Os03g12430",2.63611021990754,2.03230910179911,1.4261575394645
"LOC_Os03g12450",0.943865067536888,1.68631573085886,0.541387877371497
"LOC_Os03g12460",3.40564520230817,2.98434569386559,2.85847538667039
"LOC_Os03g12510",0.33540157938344,2.45729924854419,0.0305478464572767
"LOC_Os03g12520",3.17460309776685,2.84675106247648,1.23482638593556
"LOC_Os03g12530",5.10771249143436,7.71544354313066,4.75696967976852
"LOC_Os03g12550",6.04032467337197,6.03581388102623,5.16891246405679
"LOC_Os03g12560",2.92803371492421,2.37712096741452,1.69689396985615
"LOC_Os03g12590",4.11794598689838,4.8259396305014,4.80110779691977
"LOC_Os03g12610",4.08604331902293,3.2814596009369,2.37647186195816
"LOC_Os03g12620",2.70450847900702,2.49397813993437,2.39390675876997
"LOC_Os03g12630",2.1309637747559,1.05549333848402,1.65718624322833
"LOC_Os03g12660",5.73406116258375,5.02635549179127,2.59732082297101
"LOC_Os03g12670",9.02097526108408,9.91586295611353,11.3959116673072
"LOC_Os03g12700",6.95670250892307,5.89775153602173,2.60780033972372
"LOC_Os03g12710",4.41238255483823,4.38186750880202,3.41025801472908
"LOC_Os03g12720",3.11653658221879,2.18521534655728,2.19713249034971
"LOC_Os03g12730",1.84423341406095,0.264628524346575,0.887986313594354
"LOC_Os03g12790",1.29168263496039,3.91066851938103,8.10576442178767
"LOC_Os03g12810",4.21990734613459,3.87439882416666,4.13967522513059
"LOC_Os03g12820",0.873227210031204,0.234586297886391,3.39873746575167
"LOC_Os03g12840",5.53495738299762,4.35682415733785,6.06137133776193
"LOC_Os03g12879",1.24153005721976,0.33540157938344,0.437234717959927
"LOC_Os03g12890",5.34364468259996,3.76108513874045,1.10825729231367
"LOC_Os03g12900",3.01418726338063,3.51784695662912,2.18103137922419
"LOC_Os03g12910",6.50979089327915,5.7258532786127,5.34087749241112
"LOC_Os03g12930",3.71266023992729,3.16194663286202,2.771202893413
"LOC_Os03g12940",4.32897768890096,3.40422054087974,4.03382622580243
"LOC_Os03g13000",3.48708955793917,3.72516331213214,1.55790417935685
"LOC_Os03g13010",5.44018915411559,4.63142079636019,2.55371920317164
"LOC_Os03g13030",3.92298280763103,3.75361693661557,2.99131522298943
"LOC_Os03g13040",2.23586038299945,2.6295523858572,1.52250390125396
"LOC_Os03g13100",3.297380321909,2.97902045491051,3.78767006961147
"LOC_Os03g13170",4.75493607653154,5.72628870011489,6.68862264218221
"LOC_Os03g13190",4.59849582652069,3.31266627222872,2.79403274312445
"LOC_Os03g13220",3.78057250952504,3.74167883038893,3.10080573313796
"LOC_Os03g13240",2.69958990918439,2.06179943602025,1.63185041723048
"LOC_Os03g13274",2.75082015293685,3.03591159900683,1.55531920661892
"LOC_Os03g13370",1.35714937318531,2.58078809248573,2.18423889106991
"LOC_Os03g13380",4.14068807557208,5.02203417748964,4.81131466587115
"LOC_Os03g13390",2.50737888119697,3.82712677980468,3.35274263544285
"LOC_Os03g13450",1.32615116844955,1.458869194586,0.197072236139497
"LOC_Os03g13460",2.45175740124521,3.11050487756524,3.52106487683489
"LOC_Os03g13490",1.12641539971779,1.82370821846053,1.18123478908746
"LOC_Os03g13520",0.312846970331343,3.18907788497363,0.563015774214114
"LOC_Os03g13540",4.87094878760827,4.55282000999398,3.33732130490093
"LOC_Os03g13550",0.530822632642332,0.815599104714758,0.518582858751441
"LOC_Os03g13560",3.34041360063872,4.4430282232274,3.71662172020883
"LOC_Os03g13590",2.96760448033842,3.85792246695329,4.53419958736941
"LOC_Os03g13600",2.07454740589379,3.30797649464444,4.00260114116638
"LOC_Os03g13614",2.71034728750709,3.45173474861725,3.47050367903742
"LOC_Os03g13720",0.999191846434238,0.215433063909231,1.17698870569084
"LOC_Os03g13730",3.41951169802901,2.415732350256,2.19245925587136
"LOC_Os03g13750",3.91299695606863,4.18687403747501,4.62466632299705
"LOC_Os03g13760",2.71978194530018,4.0129779674938,3.91559834274718
"LOC_Os03g13770",2.96903815787402,2.15974211932292,2.37402448783587
"LOC_Os03g13790",4.43540468338487,4.29655377104226,3.84570568637405
"LOC_Os03g13800",3.89629816233021,4.82985234310037,5.85611107253955
"LOC_Os03g13810",5.77110476556293,5.59541312271986,5.46745886591352
"LOC_Os03g13820",4.31516409452348,3.84510149130368,2.77605514271711
"LOC_Os03g13840",4.18541776829537,5.18188355987194,6.07738916126451
"LOC_Os03g13850",2.06414424106482,2.35973547381139,0.766658535743278
"LOC_Os03g13860",1.73114097404411,1.81101962791372,1.35714937318531
"LOC_Os03g13870",3.03288349572026,5.39095285146148,7.19350059669319
"LOC_Os03g13930",0.102917983411907,2.88606346700073,3.24895346662651
"LOC_Os03g13950",4.4876359438116,9.43714572661537,9.14997233083564
"LOC_Os03g13960",1.34368077617127,1.0744874996115,0.381924919917138
"LOC_Os03g13970",4.8273312824694,4.97778876923707,5.21974714781976
"LOC_Os03g14000",1.8910389159465,3.11991253111844,3.45474122189417
"LOC_Os03g14020",1.75118353175173,0.377024696406512,1.58301974248563
"LOC_Os03g14040",6.30983443913397,5.15387442303704,2.38996070000184
"LOC_Os03g14050",1.10651726061625,3.33903077075884,1.35490755040151
"LOC_Os03g14120",2.83789068513396,2.66074901779003,0.945403169557849
"LOC_Os03g14205",0.589468894689735,0.882523429497441,1.37287260823848
"LOC_Os03g14250",0.485556938655657,0.830654160417777,1.99428127088225
"LOC_Os03g14254",1.38683412687361,1.46479454956401,0.247224886564797
"LOC_Os03g14260",3.44233545031244,3.77971344648267,4.4731563240976
"LOC_Os03g14280",4.34329045345303,3.10382210469037,3.35786906007143
"LOC_Os03g14290",3.88836184975152,3.45358773906385,2.31844357116463
"LOC_Os03g14334",1.35324082085637,1.25671049334327,0.397079114981406
"LOC_Os03g14370",2.89180101950455,2.65090449528052,3.08266811091354
"LOC_Os03g14380",2.95128784867207,3.41461757333805,2.46676606274006
"LOC_Os03g14400",3.9429783420649,2.9073057402993,0.978725045551676
"LOC_Os03g14450",3.61956031292369,3.87032069821696,5.63267325295808
"LOC_Os03g14500",0.720402063219499,1.24740839406568,0.247118830909697
"LOC_Os03g14510",5.83265233251471,5.22154575858088,2.9285084645233
"LOC_Os03g14520",3.15991408296377,2.47207971700374,2.79108207973771
"LOC_Os03g14530",0.684541360434572,2.37877443800464,3.41364055360824
"LOC_Os03g14540",2.05693644839882,1.60073171943722,3.48927609844286
"LOC_Os03g14570",5.13881319608806,6.12766801857337,6.77337538399
"LOC_Os03g14580",2.75982509330408,1.62349339954121,1.5657492763082
"LOC_Os03g14590",1.89854739276961,3.97818285957702,4.90337347051795
"LOC_Os03g14654",0.284357437945996,2.23452898268174,1.33665541237321
"LOC_Os03g14669",5.89658600205905,3.88005346419654,0.973739162485924
"LOC_Os03g14690",3.69462367849943,2.94852663026178,3.8601924664631
"LOC_Os03g14730",2.37040117096372,1.1740374731067,1.27584994320263
"LOC_Os03g14800",3.39217750892541,2.89963923288457,3.38934609098817
"LOC_Os03g14840",0.102917983411907,1.0389163679368,1.36549509784151
"LOC_Os03g14850",1.07310877382804,0.0309659941870974,0.994654035276057
"LOC_Os03g14860",0.729752968339112,0.712849046017422,0.778945844894826
"LOC_Os03g14880",0.102917983411907,2.34361845934793,1.02253989630768
"LOC_Os03g14890",2.17539815680815,2.86361872659277,2.16619437945567
"LOC_Os03g14900",2.39665491931453,1.64958678880696,1.04796070087228
"LOC_Os03g14910",4.20488193737929,2.80139574985359,2.66552895723923
"LOC_Os03g14915",6.30109621990475,5.11369460112001,4.58483286974989
"LOC_Os03g14950",1.67857703044314,3.37525958719324,4.04789252942765
"LOC_Os03g14980",5.40196472627,5.45013809964174,5.95393109151402
"LOC_Os03g14990",3.89064516065987,3.89743761592282,3.98778418832372
"LOC_Os03g15000",5.60516343482251,5.86648037217009,7.07352526345697
"LOC_Os03g15010",4.09441833091284,3.66618875314519,3.57967325423245
"LOC_Os03g15020",2.10332225641063,0.845328366369407,0
"LOC_Os03g15033",1.61497138984974,2.23754946260922,3.1201937705552
"LOC_Os03g15040",2.72068376036102,2.77274977137613,0.833085545993114
"LOC_Os03g15050",1.97194516886844,3.86645395547965,4.81840351294872
"LOC_Os03g15120",1.01489414368131,1.8303297762918,3.53411433878589
"LOC_Os03g15220",0.102917983411907,1.67438832667364,0.953683848564649
"LOC_Os03g15230",0.600196966629568,2.99856677029283,6.21675814521698
"LOC_Os03g15270",1.44054076315746,0.0309659941870974,1.52007609429928
"LOC_Os03g15340",0.102917983411907,2.72678858570853,0.291411971752867
"LOC_Os03g15350",2.03230910179911,3.39167971140802,3.50848917346035
"LOC_Os03g15380",0.864246760514291,2.46030643095865,1.53649393268452
"LOC_Os03g15390",2.93126942203908,2.49786755339506,1.3657181494258
"LOC_Os03g15410",1.94998397549386,3.96614999035396,5.46011042344776
"LOC_Os03g15430",1.94395776062706,2.37335125330313,2.16565920270873
"LOC_Os03g15460",5.65701752388504,4.3765200456541,3.00628615850033
"LOC_Os03g15480",5.51457383932466,6.35563899644116,6.97829210363542
"LOC_Os03g15530",3.58088785311136,6.84869091803397,11.0775661237446
"LOC_Os03g15540",3.39358917712661,2.95554556402048,4.6864158389656
"LOC_Os03g15560",3.30565981212278,2.55057639521738,2.86799958006466
"LOC_Os03g15570",3.94569860533603,4.01870585611971,3.98973251763597
"LOC_Os03g15580",3.84241661073178,1.63444467791824,2.53368154137591
"LOC_Os03g15600",2.58853655880158,1.77676400169042,2.11101534914697
"LOC_Os03g15630",1.69901341607065,1.97335239368241,2.97164519580377
"LOC_Os03g15650",3.10701248143464,3.1201937705552,3.00204191843017
"LOC_Os03g15690",3.25980908736659,3.46290933095966,2.33339086242204
"LOC_Os03g15700",3.26406562676506,3.5786732508934,3.51265834712323
"LOC_Os03g15720",3.26785646619538,3.70349132862106,4.16833658303801
"LOC_Os03g15730",4.46951841005437,3.21292090688632,4.38334483867166
"LOC_Os03g15740",5.56807824908833,4.37995527773456,3.24269792286237
"LOC_Os03g15750",1.48596974510986,0.752242560508401,0.661589955221541
"LOC_Os03g15770",1.8678533406005,1.00159525538153,2.37464501298133
"LOC_Os03g15780",2.71116869220841,3.25069432690663,1.48536518499025
"LOC_Os03g15800",2.72610742514388,2.01426773468174,2.64298028883752
"LOC_Os03g15840",5.36635378298245,5.41337524375145,4.79173667309744
"LOC_Os03g15850",2.31350301272208,1.53649393268452,1.26501352736591
"LOC_Os03g15860",0.429930524455668,0.527884662680002,1.93770720504615
"LOC_Os03g15870",4.08149264574749,2.95946432584418,0.391141444864657
"LOC_Os03g15880",4.35419342765785,4.01578497719938,4.16498905440302
"LOC_Os03g15890",4.90876171853217,3.9217094604165,4.51527237668872
"LOC_Os03g15900",3.60925421590318,3.63157185791209,4.1645089319202
"LOC_Os03g15910",3.45104969023366,3.60233325133716,2.87319944350253
"LOC_Os03g15920",1.85348120708157,0.477587205954377,1.52588643447052
"LOC_Os03g15930",4.15057745427045,3.06983651807985,2.0353273878355
"LOC_Os03g15940",1.95728184028183,2.83706719617944,5.51457383932466
"LOC_Os03g15950",2.58250953014401,2.84317976292901,2.67825683624407
"LOC_Os03g15960",2.24539305501625,2.84946956042539,3.17234103836442
"LOC_Os03g16000",2.80415087838297,2.70875366500881,3.66087568924962
"LOC_Os03g16010",3.5014453766538,3.56335140848396,3.50788977038137
"LOC_Os03g16050",8.46184471639202,7.8077075371773,4.98112019312384
"LOC_Os03g16060",1.80048371575325,0.634811297940203,0.304754741287008
"LOC_Os03g16070",1.57657020276852,2.1429025042897,4.25067270378255
"LOC_Os03g16080",2.52846640920735,1.2335075032589,2.93633921563728
"LOC_Os03g16090",0.726917572749275,2.7613019096532,6.7418363791495
"LOC_Os03g16110",5.80486530871826,5.46464132729697,5.44753966404736
"LOC_Os03g16120",3.20835605048928,2.44949957179941,2.41296621009046
"LOC_Os03g16130",3.76058867681131,4.21058581747691,3.53357858281098
"LOC_Os03g16140",4.56652178633909,4.48514365545179,6.85683165179327
"LOC_Os03g16150",1.53456836631625,0.0309659941870974,2.55575193979969
"LOC_Os03g16170",2.83747115788898,1.1989637860092,3.53145771182266
"LOC_Os03g16210",3.52395613848469,3.31887103590913,3.85722437184704
"LOC_Os03g16220",2.82057951470445,2.64208971938837,3.85247687543344
"LOC_Os03g16230",4.30785891237069,4.51150078123346,3.90682079312784
"LOC_Os03g16334",1.75883616081141,1.19952796603989,1.46932147000565
"LOC_Os03g16350",1.53042009222191,0.479942263524686,0.627100125080418
"LOC_Os03g16369",4.79463133171071,4.90061174914653,5.75175077879556
"LOC_Os03g16400",0.663934102306442,0.956836203558152,1.5556518878462
"LOC_Os03g16430",3.57844292031023,0.842225001820599,0.0309659941870974
"LOC_Os03g16440",1.69850981096272,2.10928236533151,0.0920022748012932
"LOC_Os03g16460",2.48809061716332,2.28248971279172,0.960709517280677
"LOC_Os03g16470",4.17026085114126,3.5498835056943,1.44741229621497
"LOC_Os03g16480",3.1238831526902,3.0528875883964,2.80139574985359
"LOC_Os03g16530",0.810848304052778,0.858199644694506,1.2779957533849
"LOC_Os03g16570",2.55900382484444,2.50189274888355,2.829113073234
"LOC_Os03g16580",3.52468435843084,3.53778354978639,3.82655883567779
"LOC_Os03g16670",5.69817533473629,5.90892160324009,3.80588898503703
"LOC_Os03g16690",5.50499731873899,5.3257604194801,4.91194891063343
"LOC_Os03g16700",4.51646592087569,3.52331480959198,3.60207618211118
"LOC_Os03g16709",0.655180740789779,0.0309659941870974,0.919934239823816
"LOC_Os03g16740",2.21548712527768,3.27504848712745,2.00163424863679
"LOC_Os03g16790",2.80245595311524,3.30109503676451,3.36578928745368
"LOC_Os03g16800",5.21351087770458,5.29075127965056,5.57283551481537
"LOC_Os03g16824",3.40816488265069,3.06405290521941,3.5358965956649
"LOC_Os03g16860",5.99104061616311,7.29341858979221,7.66583741172673
"LOC_Os03g16870",1.72616438674105,1.4310777256624,2.21453896623982
"LOC_Os03g16874",1.0590415173258,1.78806381191518,1.72384428362999
"LOC_Os03g16890",1.75129199010073,3.24795339819766,2.33590277566048
"LOC_Os03g16910",5.73845481321684,5.00990417100352,5.47933143766452
"LOC_Os03g16980",5.50533560011071,6.32943988207679,6.39852134844667
"LOC_Os03g17000",2.64208971938837,3.28236759431077,4.83234036077643
"LOC_Os03g17010",6.30314508333901,6.74641060146468,7.54388359711694
"LOC_Os03g17020",3.14577590286766,4.61545207481657,5.11695089952162
"LOC_Os03g17050",2.279950643424,1.22746662762017,2.03738563104702
"LOC_Os03g17060",0.716848936468636,1.40543125089452,0.502875036147237
"LOC_Os03g17070",10.5793021699918,10.2090798875397,7.39325928586694
"LOC_Os03g17084",3.10782390078661,3.19458277513156,2.59393725319798
"LOC_Os03g17100",5.33332387408907,5.43882077215684,5.06169702068457
"LOC_Os03g17120",0.102917983411907,0.836168759368294,1.1989637860092
"LOC_Os03g17130",0.102917983411907,1.09916698900892,0.781298982654456
"LOC_Os03g17140",2.65880848830725,2.32163016683721,2.47790681092614
"LOC_Os03g17170",2.87660848378683,2.53402342147652,3.43309775019929
"LOC_Os03g17174",2.98171649480303,1.2501438045145,0.170893846523017
"LOC_Os03g17180",5.1133314183114,4.28684950349226,4.89160816606041
"LOC_Os03g17210",1.58301974248563,1.96528881119887,0.397828731213592
"LOC_Os03g17230",0.968577062644252,0.215433063909231,1.07105210544853
"LOC_Os03g17240",5.89169023420522,5.67666318054308,5.64760636238937
"LOC_Os03g17300",2.61172819066687,2.62829000722328,3.98809177405596
"LOC_Os03g17310",4.23929636902598,4.60979286275132,4.60050405347073
"LOC_Os03g17340",1.1139573813462,2.48910346668856,0.385765795639812
"LOC_Os03g17440",3.83573409679663,3.79073296781698,2.79542794179709
"LOC_Os03g17450",2.030032615493,1.71831662833089,1.7753624629004
"LOC_Os03g17470",0.493208413317797,0.884005965749497,1.72267829632878
"LOC_Os03g17480",2.17721694512888,0.0309659941870974,0
"LOC_Os03g17490",5.50457356390221,4.63680705072552,5.19477322128612
"LOC_Os03g17520",5.34231638682612,5.63832124154543,5.33536314541731
"LOC_Os03g17540",3.18841650782002,3.04018743557342,3.92603934680361
"LOC_Os03g17560",0.102917983411907,1.39951081419862,0.634312012298038
"LOC_Os03g17570",8.0675536829708,8.01939857026399,9.045823810977
"LOC_Os03g17580",5.12328823193887,3.94411391832926,2.30053173230729
"LOC_Os03g17590",4.0517117215802,3.83015593936863,2.9239942140214
"LOC_Os03g17600",6.88052132937037,5.94131055735631,3.67738843741265
"LOC_Os03g17610",1.98999749461467,1.90188916633002,1.27304940754758
"LOC_Os03g17634",4.13394500616366,3.93724318492445,2.5695902090268
"LOC_Os03g17660",5.94071944899767,4.6772018902724,2.71379970273959
"LOC_Os03g17680",0.102917983411907,1.58668414710381,0.506910937145179
"LOC_Os03g17690",6.00880568375111,7.98445802484656,10.7852739667223
"LOC_Os03g17700",0.493208413317797,0.803473486121044,2.04835151060581
"LOC_Os03g17710",3.94658153690668,3.83573409679663,3.72439239514037
"LOC_Os03g17730",5.22395444566902,4.19270357503473,3.30198976984288
"LOC_Os03g17740",4.53687326401558,4.8467602316425,4.5969656651991
"LOC_Os03g17780",0.687338537192748,1.51391855534977,2.09684015910311
"LOC_Os03g17800",2.74767810796659,3.98560313821716,4.88643276140774
"LOC_Os03g17860",2.25435082724061,2.80374965346472,2.82669933996931
"LOC_Os03g17900",3.92393437488599,4.61773487851833,4.79559404619044
"LOC_Os03g17910",1.43240089605115,2.0001115701135,1.49876123594332
"LOC_Os03g17920",2.53214370498883,0.379118093540371,0.693116331024411
"LOC_Os03g17930",3.40879677195626,3.34672521956394,3.83345429790726
"LOC_Os03g17940",3.40432116182427,3.38739238756772,2.71362445538788
"LOC_Os03g17950",1.10575040077967,1.84845930303543,0.299087091964393
"LOC_Os03g17980",2.46092180412854,2.51587942555753,4.2403138637019
"LOC_Os03g17990",4.11293831204576,3.52929649298071,3.82285104887951
"LOC_Os03g18020",2.82590628788566,0.451323304626551,0.364071968437186
"LOC_Os03g18060",3.91678390416722,1.44620702741418,0.118139417374923
"LOC_Os03g18070",6.57097481073888,6.03698872423193,4.63965651967582
"LOC_Os03g18080",2.65872703554241,1.64096915943585,2.30320626343562
"LOC_Os03g18110",0.102917983411907,0.264628524346575,1.90135307481884
"LOC_Os03g18140",2.6169516041823,3.81054416608017,3.17028808209232
"LOC_Os03g18150",2.11126471844764,2.95964541294672,2.55804575466473
"LOC_Os03g18160",4.92923605216546,4.80223246822724,4.70354892441179
"LOC_Os03g18170",2.06707882398531,0.503340491172288,1.20480156059873
"LOC_Os03g18180",3.51174971093,5.10771249143436,6.88385198573459
"LOC_Os03g18200",8.692126281967,7.81100852074795,5.02578286783373
"LOC_Os03g18210",0.102917983411907,0.0309659941870974,1.69160278435482
"LOC_Os03g18220",3.5576178912589,3.50435585499452,3.42047696745697
"LOC_Os03g18264",4.34951944630084,3.58013211289442,3.19598936297911
"LOC_Os03g18270",0.882103194583954,0.0309659941870974,1.57541697069558
"LOC_Os03g18310",1.5657492763082,1.71229392371559,3.08566066126751
"LOC_Os03g18350",0.365589869118565,1.14068886348767,1.44450650817504
"LOC_Os03g18380",1.06715926461976,2.4758578194172,2.08588537372072
"LOC_Os03g18410",2.60890828068481,2.19976837475018,3.34807023915051
"LOC_Os03g18420",3.42413532059218,4.47418528478379,5.16123542672056
"LOC_Os03g18430",1.1821182088871,0.793689709088618,2.16488987562866
"LOC_Os03g18440",3.42440507015573,3.3148501826194,3.00021050991489
"LOC_Os03g18454",5.0463717212241,5.84155942206516,5.21664674802678
"LOC_Os03g18500",1.85615254261571,2.02082737636708,3.16136383793919
"LOC_Os03g18510",5.36176366211527,6.56102090481159,7.16928067086682
"LOC_Os03g18540",1.55870733184517,0.0309659941870974,1.39995495026379
"LOC_Os03g18550",6.22807717721244,6.76824625830152,6.08862020967373
"LOC_Os03g18560",3.67147048620931,5.13196651897909,4.85693493154566
"LOC_Os03g18570",3.39464977580318,4.79974078423839,4.54270007622853
"LOC_Os03g18590",2.07968680316647,2.81518549671724,3.78843508408691
"LOC_Os03g18600",3.6146409464212,2.23902913253981,3.20835605048928
"LOC_Os03g18620",0.102917983411907,1.66954955699262,2.00414062243397
"LOC_Os03g18680",2.13501404515392,2.64477618577083,3.37169624896022
"LOC_Os03g18690",4.47854515384901,4.2845776569183,4.30899028830195
"LOC_Os03g18700",3.69545484098692,3.55802788141057,4.50893974784707
"LOC_Os03g18710",1.94003056366855,2.97990173028035,2.94552648063489
"LOC_Os03g18720",3.66755056751917,3.27544789387394,4.11561435016357
"LOC_Os03g18770",2.00201044878876,3.60874373849764,5.20351788787754
"LOC_Os03g18810",2.14528900549066,3.59956107719591,4.74200307585897
"LOC_Os03g18820",1.97712761571735,0.0309659941870974,2.68182927113901
"LOC_Os03g18830",0.284357437945996,1.7329574906641,1.25572976357746
"LOC_Os03g18840",0.312846970331343,0.662279691320254,1.07908934408313
"LOC_Os03g18870",5.10209223354913,5.02688152063375,4.90112744582723
"LOC_Os03g18880",1.79968451209044,0.330337064647015,0.331044685078307
"LOC_Os03g18890",1.99175698752645,2.02937644065519,3.28834244191848
"LOC_Os03g18940",4.80730916986566,2.13649660848999,2.39564979662483
"LOC_Os03g19010",1.63790709294231,1.72125335237766,2.67323733375716
"LOC_Os03g19020",3.48873143125654,3.33062685471663,3.83649698723458
"LOC_Os03g19040",2.93799306668811,4.42679807638835,4.12982295374683
"LOC_Os03g19059",1.64510380835372,1.81585185744926,1.88864673809715
"LOC_Os03g19090",1.07394898493749,2.52416457980406,0.659588834034661
"LOC_Os03g19190",0.102917983411907,0.360681269385404,1.50090608817982
"LOC_Os03g19200",0.565553082000884,1.4261575394645,4.86015820651513
"LOC_Os03g19220",0.102917983411907,2.13059312546997,1.92194716311274
"LOC_Os03g19240",6.59278372311296,5.45276234043634,3.24370060149865
"LOC_Os03g19250",2.93679356423127,3.83239150812784,1.41956330476349
"LOC_Os03g19280",1.68201977605486,2.22715226589759,1.54226993802042
"LOC_Os03g19290",0.102917983411907,0.0309659941870974,0.901716351459128
"LOC_Os03g19300",1.64832025350792,0.572384693366658,0.729536108399197
"LOC_Os03g19310",0.284357437945996,0.264628524346575,1.68131622688075
"LOC_Os03g19340",4.49537211454205,3.7572060687754,4.26698133509218
"LOC_Os03g19350",0.102917983411907,0.0309659941870974,1.79181799473145
"LOC_Os03g19380",8.00624474554436,6.29078140176995,3.61662818676136
"LOC_Os03g19390",1.46792476606077,2.89587804622149,3.18941784073783
"LOC_Os03g19400",1.45996192580584,2.16228479064873,2.24904014629529
"LOC_Os03g19410",4.99538154491695,4.84019384941597,4.94539865424649
"LOC_Os03g19436",1.84213051903381,2.34895233103233,3.01542813647948
"LOC_Os03g19452",3.51593948129747,1.15445302018173,1.08759034722676
"LOC_Os03g19480",2.13119797973766,1.4241708673551,2.3964490176474
"LOC_Os03g19500",4.26107174379518,4.38421161264479,4.77969693974475
"LOC_Os03g19510",2.40549737593158,2.34645923091446,2.49821614029118
"LOC_Os03g19520",3.4912602940593,3.65821722495231,1.96959122857862
"LOC_Os03g19530",2.85271153622877,2.91794178984129,2.5255775479812
"LOC_Os03g19540",1.14522181765246,0.0309659941870974,0.605147659790141
"LOC_Os03g19560",6.84869091803397,5.96869565026298,4.49798011763301
"LOC_Os03g19570",0.723097320431618,1.35057515051297,0.284829624126635
"LOC_Os03g19580",2.72518086475596,3.13626101695899,3.41318952230683
"LOC_Os03g19590",3.83082622219821,4.47489558491903,4.03592074741732
"LOC_Os03g19650",2.5891802199381,2.45026449452031,1.03582285890657
"LOC_Os03g19680",3.51551745328453,3.67738843741265,3.08786164887019
"LOC_Os03g19690",3.35222638839793,3.79804051992972,3.81391970380981
