"","GENEID"
"1048","LOC_Os01g45274"
"1059","LOC_Os01g45750"
"1085","LOC_Os01g46720"
"1095","LOC_Os01g47190"
"1098","LOC_Os01g47330"
"1099","LOC_Os01g47340"
"1115","LOC_Os01g47630"
"1157","LOC_Os01g48830"
"1165","LOC_Os01g48990"
"1188","LOC_Os01g49529"
"1207","LOC_Os01g50030"
"1209","LOC_Os01g50050"
"1220","LOC_Os01g50460"
"1225","LOC_Os01g50760"
"1257","LOC_Os01g51410"
"1267","LOC_Os01g51754"
"1280","LOC_Os01g52160"
"1281","LOC_Os01g52170"
"1284","LOC_Os01g52240"
"1296","LOC_Os01g52500"
"1303","LOC_Os01g52640"
"1315","LOC_Os01g53020"
"1317","LOC_Os01g53060"
"1326","LOC_Os01g53330"
"1340","LOC_Os01g53710"
"1382","LOC_Os01g54890"
"1414","LOC_Os01g55570"
"1419","LOC_Os01g55670"
"1454","LOC_Os01g56420"
"1468","LOC_Os01g56680"
"1478","LOC_Os01g56890"
"1520","LOC_Os01g57942"
"1521","LOC_Os01g57945"
"1525","LOC_Os01g57962"
"1527","LOC_Os01g57966"
"1528","LOC_Os01g57968"
"1529","LOC_Os01g58000"
"1531","LOC_Os01g58020"
"1532","LOC_Os01g58022"
"1533","LOC_Os01g58024"
"1534","LOC_Os01g58038"
"1535","LOC_Os01g58039"
"1536","LOC_Os01g58049"
"1567","LOC_Os01g59020"
"1568","LOC_Os01g59060"
"1569","LOC_Os01g59080"
"1570","LOC_Os01g59090"
"1593","LOC_Os01g59740"
"1628","LOC_Os01g60730"
"1633","LOC_Os01g60830"
"1639","LOC_Os01g61044"
"1642","LOC_Os01g61120"
"1646","LOC_Os01g61230"
"1648","LOC_Os01g61400"
"1661","LOC_Os01g61670"
"1665","LOC_Os01g61760"
"1680","LOC_Os01g62060"
"1681","LOC_Os01g62070"
"1696","LOC_Os01g62460"
"1704","LOC_Os01g62840"
"1715","LOC_Os01g63050"
"1721","LOC_Os01g63270"
"1731","LOC_Os01g63620"
"1745","LOC_Os01g63990"
"1757","LOC_Os01g64270"
"1766","LOC_Os01g64540"
"1771","LOC_Os01g64660"
"1787","LOC_Os01g64960"
"1818","LOC_Os01g65650"
"1827","LOC_Os01g65880"
"1830","LOC_Os01g65902"
"1832","LOC_Os01g65920"
"1834","LOC_Os01g66000"
"1843","LOC_Os01g66170"
"1852","LOC_Os01g66350"
"1870","LOC_Os01g67000"
"1874","LOC_Os01g67120"
"1880","LOC_Os01g67220"
"1901","LOC_Os01g67720"
"1912","LOC_Os01g68020"
"1929","LOC_Os01g68450"
"1930","LOC_Os01g68480"
"1938","LOC_Os01g68770"
"1949","LOC_Os01g69030"
"1952","LOC_Os01g69060"
"1975","LOC_Os01g69950"
