"","GENEID"
"10165","LOC_Os07g09310"
"10176","LOC_Os07g09600"
"10186","LOC_Os07g09890"
"10195","LOC_Os07g10256"
"10201","LOC_Os07g10460"
"10210","LOC_Os07g10630"
"10233","LOC_Os07g12140"
"10250","LOC_Os07g12780"
"10271","LOC_Os07g14090"
"10310","LOC_Os07g17130"
"10314","LOC_Os07g17330"
"10325","LOC_Os07g18720"
"10347","LOC_Os07g20580"
"10579","LOC_Os07g34589"
"10628","LOC_Os07g37100"
"10723","LOC_Os07g39680"
"10731","LOC_Os07g39810"
"10746","LOC_Os07g40580"
"10748","LOC_Os07g40630"
"10773","LOC_Os07g41400"
"10774","LOC_Os07g41410"
"10818","LOC_Os07g42714"
"10819","LOC_Os07g42730"
"10860","LOC_Os07g43710"
"10862","LOC_Os07g43730"
"10889","LOC_Os07g44610"
"10891","LOC_Os07g44650"
"10911","LOC_Os07g45090"
"10982","LOC_Os07g47400"
"10984","LOC_Os07g47430"
"11023","LOC_Os07g48450"
"11024","LOC_Os07g48490"
"11025","LOC_Os07g48500"
"11047","LOC_Os07g48980"
"11066","LOC_Os07g49460"
"11069","LOC_Os07g49510"
"11108","LOC_Os08g01780"
"11117","LOC_Os08g01920"
"11122","LOC_Os08g02070"
"11131","LOC_Os08g02340"
"11162","LOC_Os08g03579"
"11164","LOC_Os08g03610"
"11173","LOC_Os08g04130"
"11186","LOC_Os08g04470"
"11248","LOC_Os08g06550"
"11253","LOC_Os08g06885"
"11268","LOC_Os08g07740"
"11278","LOC_Os08g07970"
"11298","LOC_Os08g08840"
"11300","LOC_Os08g09110"
"11303","LOC_Os08g09200"
"11323","LOC_Os08g10030"
"11362","LOC_Os08g12880"
"11424","LOC_Os08g16130"
"11438","LOC_Os08g16990"
"11485","LOC_Os08g20660"
"11518","LOC_Os08g23780"
"11578","LOC_Os08g28680"
"11648","LOC_Os08g32130"
"11654","LOC_Os08g32650"
"11672","LOC_Os08g33210"
"11719","LOC_Os08g34720"
"11753","LOC_Os08g36320"
"11776","LOC_Os08g37320"
"11778","LOC_Os08g37370"
"11824","LOC_Os08g38710"
"11830","LOC_Os08g38900"
"11862","LOC_Os08g39740"
"11867","LOC_Os08g39970"
"11889","LOC_Os08g40590"
"11922","LOC_Os08g41500"
"11936","LOC_Os08g42000"
"11986","LOC_Os08g43270"
"11987","LOC_Os08g43300"
"12022","LOC_Os08g44350"
"12034","LOC_Os08g44520"
"12042","LOC_Os08g44780"
"12045","LOC_Os08g44850"
"12235","LOC_Os09g14490"
"12244","LOC_Os09g15170"
"12288","LOC_Os09g19640"
"12323","LOC_Os09g20900"
"12335","LOC_Os09g21689"
"12345","LOC_Os09g22505"
"12353","LOC_Os09g23160"
"12384","LOC_Os09g24540"
"12394","LOC_Os09g24820"
"12405","LOC_Os09g25150"
"12410","LOC_Os09g25320"
"12471","LOC_Os09g27040"
"12487","LOC_Os09g27730"
"12511","LOC_Os09g28470"
"12513","LOC_Os09g28489"
"12514","LOC_Os09g28500"
"12515","LOC_Os09g28510"
"12518","LOC_Os09g28600"
"12542","LOC_Os09g29310"
"12595","LOC_Os09g31200"
"12597","LOC_Os09g31230"
"12598","LOC_Os09g31260"
"12601","LOC_Os09g31300"
"12610","LOC_Os09g31482"
"12617","LOC_Os09g32010"
"12655","LOC_Os09g32840"
"12741","LOC_Os09g35970"
"12804","LOC_Os09g37910"
"12833","LOC_Os09g38670"
"12839","LOC_Os09g38772"
"12852","LOC_Os09g39230"
"12860","LOC_Os09g39400"
"12868","LOC_Os09g39550"
"12914","LOC_Os10g02630"
"12955","LOC_Os10g06630"
"12959","LOC_Os10g06760"
"12968","LOC_Os10g07440"
"12969","LOC_Os10g07450"
"12977","LOC_Os10g08550"
"13014","LOC_Os10g13550"
"13015","LOC_Os10g13630"
"13016","LOC_Os10g13670"
"13018","LOC_Os10g13800"
"13022","LOC_Os10g13940"
"13025","LOC_Os10g14870"
"13041","LOC_Os10g18026"
"13110","LOC_Os10g22980"
"13142","LOC_Os10g25780"
"13154","LOC_Os10g26630"
"13187","LOC_Os10g28330"
"13201","LOC_Os10g29180"
"13242","LOC_Os10g31320"
"13243","LOC_Os10g31330"
"13273","LOC_Os10g32920"
"13357","LOC_Os10g35294"
"13363","LOC_Os10g35450"
"13406","LOC_Os10g36650"
"13418","LOC_Os10g36980"
"13426","LOC_Os10g37260"
"13486","LOC_Os10g39090"
"13508","LOC_Os10g39660"
"13516","LOC_Os10g39860"
"13529","LOC_Os10g40250"
"13564","LOC_Os10g41260"
"13595","LOC_Os10g41930"
"13612","LOC_Os10g42410"
"13618","LOC_Os10g42540"
"13639","LOC_Os10g42940"
"13649","LOC_Os11g01140"
"13664","LOC_Os11g01510"
"13702","LOC_Os11g03060"
"13742","LOC_Os11g04409"
"13778","LOC_Os11g05550"
"13844","LOC_Os11g08100"
"13887","LOC_Os11g10980"
"13944","LOC_Os11g15230"
"13968","LOC_Os11g17930"
"13974","LOC_Os11g18947"
"14024","LOC_Os11g25920"
"14060","LOC_Os11g29370"
"14071","LOC_Os11g29720"
"14104","LOC_Os11g32750"
"14153","LOC_Os11g35220"
"14161","LOC_Os11g36070"
"14162","LOC_Os11g36150"
"14178","LOC_Os11g37050"
"14182","LOC_Os11g37090"
"14231","LOC_Os11g39990"
"14252","LOC_Os11g41150"
"14255","LOC_Os11g41210"
"14272","LOC_Os11g42170"
"14293","LOC_Os11g43900"
"14294","LOC_Os11g43934"
"14329","LOC_Os11g47650"
"14356","LOC_Os12g01360"
"14357","LOC_Os12g01370"
"14377","LOC_Os12g02000"
"14423","LOC_Os12g03110"
"14454","LOC_Os12g04204"
"14483","LOC_Os12g05180"
"14507","LOC_Os12g06260"
"14508","LOC_Os12g06280"
"14526","LOC_Os12g06870"
"14562","LOC_Os12g07780"
"14572","LOC_Os12g08090"
"14573","LOC_Os12g08130"
"14600","LOC_Os12g09300"
"14658","LOC_Os12g13674"
"14669","LOC_Os12g15314"
"14708","LOC_Os12g18880"
"14781","LOC_Os12g27520"
"14817","LOC_Os12g31780"
"14841","LOC_Os12g32750"
"14854","LOC_Os12g33120"
"14855","LOC_Os12g33150"
"14912","LOC_Os12g35340"
"14937","LOC_Os12g36750"
"15011","LOC_Os12g39110"
"15015","LOC_Os12g39220"
"15020","LOC_Os12g39380"
"15065","LOC_Os12g41380"
"15066","LOC_Os12g41390"
"15131","LOC_Os12g43363"
"15135","LOC_Os12g43560"
"15137","LOC_Os12g43600"
"15151","LOC_Os12g44000"
